caso_id,cat,outcome_actual,tomo,n_matches,apertura_rel,ventana,len_bloque,idx_actual,var_actual,firma_actual,ctx_actual,idx_A,var_A,firma_A,ctx_A,idx_C,var_C,ctx_C,idx_Cref,var_Cref,firma_Cref,A_distinto,C_distinto,Cref_distinto,ultimo_tiene_firma
331_p819,A1,otro,331,2,223,223-430,461,351,por_estas_razones,False,"Por estas razones, cabe concluir que en la sentencia atacada se apli-",420,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procura-",420,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procura-",420,por_ello,True,True,True,True,True
331_p718,A3,otro,331,3,322,322-642,678,460,por_ello,False,"Por ello, solicita que se declaren erróneos los criterios interpretati-",635,por_ello,True,"Por ello y oído el señor Procurador General, se hace lugar parcial-",635,por_ello,"Por ello y oído el señor Procurador General, se hace lugar parcial-",460,por_ello,False,True,True,False,True
331_p382,A1,otro,331,2,163,163-363,363,204,de_conformidad,False,"de conformidad con la directiva impuesta en el art. 1º. Asimismo, se",349,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: Declarar",349,por_ello,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: Declarar",349,por_ello,True,True,True,True,True
331_p1815,A1,otro,331,3,273,273-1072,1263,812,por_todo_lo_exp,False,"Por todo lo expuesto, resulta incontrastable que el art. 4º del de-",1059,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se declara procedente el",1058,en_consecuencia,en consecuencia.,1058,en_consecuencia,True,True,True,True,True
331_p1412,A1,otro,331,2,306,306-510,564,445,por_ello,False,"Por ello, pudo ser dictado este régimen en uso de las atribuciones",502,por_ello,True,"Por ello, y de conformidad con lo dictaminado por el señor Procu-",502,por_ello,"Por ello, y de conformidad con lo dictaminado por el señor Procu-",445,por_ello,False,True,True,False,True
331_p1262,A1,otro,331,4,315,315-787,787,347,en_consecuencia,False,"en consecuencia, conculca los arts. 14 bis, 17, 31, 75 (inc. 12), 108 y 125",775,por_ello,True,"Por ello, y de conformidad con el dictamen de la señora Procuradora",775,por_ello,"Por ello, y de conformidad con el dictamen de la señora Procuradora",655,por_ello,False,True,True,True,True
331_p1040,A1,otro,331,2,202,202-788,1827,257,de_conformidad,False,de conformidad con los decretos 762/2002 y 1242/2002. Señalaron que,753,por_ello,True,"Por ello y habiendo dictaminado el señor Procurador General, se",753,por_ello,"Por ello y habiendo dictaminado el señor Procurador General, se",753,por_ello,True,True,True,True,True
331_p1690,A1,otro,331,3,64,64-408,451,318,en_consecuencia,False,"En consecuencia, el aquí actor, pese a no haber sido condenado en",397,por_ello,True,"Por ello, se decide: Hacer lugar a la demanda seguida por Salvador",388,por_ello,"Por ello, y en tanto se encuentran reunidos los presupuestos de",388,por_ello,True,True,True,True,True
331_p1234,A1,otro,331,2,85,85-350,350,160,de_conformidad,False,de conformidad con lo dictaminado por el señor Procurador General,332,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se decide: Hacer lugar",332,por_ello,"Por ello, oída la señora Procuradora Fiscal, se decide: Hacer lugar",332,por_ello,True,True,True,True,True
331_p1123,A1,otro,331,4,267,267-871,1944,647,de_conformidad,False,"de conformidad con los arts. 16; 75, incs. 22 y 23 de la Constitución",859,por_ello,True,"Por ello, habiendo dictaminado el señor Procurador General, se",859,por_ello,"Por ello, habiendo dictaminado el señor Procurador General, se",859,por_ello,True,True,True,True,True
331_p1312,A1,otro,331,2,293,293-684,684,413,de_conformidad,False,"de conformidad con los arts. 121 y 124 de la Ley Fundamental, y por no",643,por_ello,True,Por ello y concordemente con lo dictaminado por la señora Procura-,643,por_ello,Por ello y concordemente con lo dictaminado por la señora Procura-,643,por_ello,True,True,True,True,True
331_p1942,A1,otro,331,2,548,548-963,1656,630,por_ello,False,"por ello, desde el momento en que el Estado organiza el servicio y lo",955,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a los re-",955,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a los re-",630,por_ello,False,True,True,False,True
331_p1622,A1,otro,331,3,85,85-965,965,151,de_conformidad,False,de conformidad con el art. 41 de la Ley Suprema solicitó tomar inter-,919,por_ello,False,Por ello se resuelve:,,,,415,por_ello,False,True,sin_match_C,True,False
331_p1530,A1,otro,331,2,903,903-1244,2003,992,por_ello,False,Por ello corresponde transcribir los términos del editorial redactado,1235,por_ello,True,"Por ello, y lo concordemente dictaminado por el señor Procurador",1235,por_ello,"Por ello, y lo concordemente dictaminado por el señor Procurador",992,por_ello,False,True,True,False,True
331_p2406,A1,otro,331,2,987,987-1480,1745,1431,por_estas_razones,False,"Por estas razones, concluyó que no correspondía al profesional afron-",1465,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",1465,por_ello,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",1465,por_ello,True,True,True,True,True
331_p2638,A1,otro,331,2,137,137-215,374,161,en_consecuencia,False,"En consecuencia, aduce que no corresponde imputar al Estado la",208,por_ello,True,"Por ello, de conformidad con lo dictaminado por la señora Procura-",208,por_ello,"Por ello, de conformidad con lo dictaminado por la señora Procura-",208,por_ello,True,True,True,True,True
331_p2006,A1,otro,331,3,784,784-1092,1643,855,en_consecuencia,False,"En consecuencia, la cuestión debatida en autos es el contenido de",1080,por_ello,True,"Por ello, y oído el señor Procurador General, se declara formalmen-",1080,por_ello,"Por ello, y oído el señor Procurador General, se declara formalmen-",1080,por_ello,True,True,True,True,True
331_p2691,A1,otro,331,3,126,126-556,1018,213,por_ello,False,"Por ello, a los fines del sub lite, interesa particularmente subrayar",545,por_ello,True,"Por ello, se hace lugar a la queja, y al recurso extraordinario inter-",537,en_consecuencia,"En consecuencia, se impone revocar la sentencia apelada, lo cual en",213,por_ello,False,True,True,False,True
331_p2550,A1,otro,331,2,74,74-389,437,310,por_ello,False,"Por ello, técnicamente hablando, el término perito no puede sino estar",376,por_todo_ello,True,"Por todo ello, el Tribunal declara procedente el recurso ordinario",376,por_todo_ello,"Por todo ello, el Tribunal declara procedente el recurso ordinario",310,por_ello,False,True,True,False,True
332_p51,A1,otro,332,2,39,39-302,302,125,en_consecuencia,False,"En consecuencia, lo condenó a restituir a la firma afectada por las",275,por_ello,True,"Por ello, se declara inadmisible el recurso extraordinario deducido",275,por_ello,"Por ello, se declara inadmisible el recurso extraordinario deducido",275,por_ello,True,True,True,True,True
332_p66,A1,otro,332,2,328,328-906,906,452,en_consecuencia,False,"En consecuencia, considera que la interpretación que la actora",885,por_ello,True,Por ello y concordemente con lo dictaminado por la señora Procura-,885,por_ello,Por ello y concordemente con lo dictaminado por la señora Procura-,885,por_ello,True,True,True,True,True
332_p111,A1,otro,332,2,719,719-1507,1823,1426,por_ello,False,por ello ha interpretado que el art. 18 de la Constitución no exige que,1500,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se declara procedente el",1500,por_ello,"Por ello, oída la señora Procuradora Fiscal, se declara procedente el",1426,por_ello,False,True,True,False,True
332_p674,A1,otro,332,2,26,26-1058,1058,945,en_consecuencia,False,"En consecuencia, corresponde desagregar esa proporción de I.V.A., a fin",1037,por_todo_lo_exp,True,"Por todo lo expuesto, se resuelve confirmar la sentencia apelada,",1037,por_todo_lo_exp,"Por todo lo expuesto, se resuelve confirmar la sentencia apelada,",1037,por_todo_lo_exp,True,True,True,True,True
332_p433,A1,otro,332,2,122,122-383,445,187,en_consecuencia,False,"En consecuencia, es menester advertir que los agravios relativos a",377,por_ello,True,"Por ello, y de conformidad con lo dictaminado por el señor Procu-",377,por_ello,"Por ello, y de conformidad con lo dictaminado por el señor Procu-",377,por_ello,True,True,True,True,True
332_p1933,A1,otro,332,2,418,418-737,792,449,en_consecuencia,False,"en consecuencia, ordenó a la ANSeS que se abstuviera de continuar",729,por_ello,True,"Por ello, oída la señora Procuradora Fiscal subrogante, se hace lugar",729,por_ello,"Por ello, oída la señora Procuradora Fiscal subrogante, se hace lugar",729,por_ello,True,True,True,True,True
332_p1447,A1,otro,332,2,127,127-231,231,168,por_ello,False,por ello la obra social actora es la legítima recipiendaria de los recur-,216,por_ello,True,Por ello y de conformidad con lo dictaminado por la señora Procu-,216,por_ello,Por ello y de conformidad con lo dictaminado por la señora Procu-,168,por_ello,False,True,True,False,True
332_p1571,A1,otro,332,4,,0-207,207,118,en_consecuencia,False,"en consecuencia, efectuó “el cálculo del ajuste por inflación impositivo”",192,por_ello,True,"Por ello, y lo concordemente dictaminado por el señor Procurador",175,en_consecuencia,"En consecuencia, tratándose de datos cuya constatación exigiría el",175,en_consecuencia,True,True,True,True,True
332_p1466,A1,otro,332,5,365,365-865,865,455,en_consecuencia,False,En consecuencia –continuó el actor– “ni la Constitución Nacional,848,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal,",675,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procuradora",675,por_ello,True,True,True,True,True
332_p1688,A1,otro,332,2,27,27-626,626,353,en_consecuencia,False,en consecuencia quien debe probarle al que fue su mandante haber,609,por_ello,True,"Por ello, se resuelve: Hacer lugar a la demanda deducida por el Ins-",609,por_ello,"Por ello, se resuelve: Hacer lugar a la demanda deducida por el Ins-",609,por_ello,True,True,True,True,True
332_p1704,A1,otro,332,3,365,365-1133,1274,436,en_consecuencia,False,"En consecuencia, pide que el Tribunal declare que: a) la restricción",1117,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procuradora",1117,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procuradora",1062,por_ello,False,True,True,True,True
332_p1633,A1,otro,332,2,21,21-386,733,118,en_consecuencia,False,"En consecuencia, sólo le corresponde a este Tribunal expedirse sobre",377,por_ello,True,"Por ello, se confirma la sentencia apelada. Con costas. Notifíquese",377,por_ello,"Por ello, se confirma la sentencia apelada. Con costas. Notifíquese",377,por_ello,True,True,True,True,True
332_p2159,A1,otro,332,2,,0-223,223,93,de_conformidad,False,de conformidad con la pretensión del demandante –daños producidos,193,por_ello,True,"Por ello, se declara parcialmente desierto el recurso ordinario de",193,por_ello,"Por ello, se declara parcialmente desierto el recurso ordinario de",193,por_ello,True,True,True,True,True
332_p2504,A3,otro,332,2,83,83-658,746,471,en_consecuencia,False,"En consecuencia, el recurso debe ser desestimado también en este",648,por_ello,True,"Por ello, se desestima la queja. Notifíquese y, oportunamente, ar-",648,por_ello,"Por ello, se desestima la queja. Notifíquese y, oportunamente, ar-",648,por_ello,True,True,True,True,True
332_p2108,A1,otro,332,2,241,241-317,457,249,en_consecuencia,False,"en consecuencia, rechazó la excepción de prescripción opuesta por la",306,por_ello,True,"Por ello, por mayoría, y de conformidad con lo dictaminado por",306,por_ello,"Por ello, por mayoría, y de conformidad con lo dictaminado por",306,por_ello,True,True,True,True,True
332_p2842,A1,otro,332,3,63,63-554,782,378,por_ello,False,"Por ello, y para cumplir con ese objetivo, el Servicio Penitenciario",542,por_ello,True,"Por ello y lo dispuesto por los artículos 1068, 1078, 1079, 1084, 1085,",542,por_ello,"Por ello y lo dispuesto por los artículos 1068, 1078, 1079, 1084, 1085,",378,por_ello,False,True,True,False,True
332_p2288,A3,otro,332,2,27,27-288,288,226,en_consecuencia,False,"En consecuencia, las declaraciones que surgen de la documenta-",269,por_ello,True,"Por ello, se declara admisible el recurso ordinario interpuesto y se",269,por_ello,"Por ello, se declara admisible el recurso ordinario interpuesto y se",269,por_ello,True,True,True,True,True
332_p2487,A1,otro,332,2,205,205-410,410,328,en_consecuencia,False,"En consecuencia, no puede considerarse que la demandada haya sido",399,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se",399,por_ello,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se",399,por_ello,True,True,True,True,True
333_p108,A1,otro,333,2,47,47-423,423,244,en_consecuencia,False,"En consecuencia, la decisión adoptada –con fundamento en esa",422,por_ello,False,"Por ello, y de conformidad con lo dictaminado por la señora Procu-",,,,422,por_ello,False,True,sin_match_C,True,False
333_p215,A1,otro,333,3,33,33-333,383,192,de_conformidad,False,"De conformidad con dicha normativa, el Estado Nacional –mediante",310,por_ello,True,"Por ello, y lo que disponen el artículo 17 de la Constitución Nacional,",310,por_ello,"Por ello, y lo que disponen el artículo 17 de la Constitución Nacional,",284,por_ello,False,True,True,True,True
333_p360,A1,otro,333,2,30,30-156,156,39,en_consecuencia,False,"en consecuencia, hizo lugar a la demanda promovida por cuarenta y",143,por_ello,True,"Por ello, se declara la nulidad de la resolución por la que se concedió",143,por_ello,"Por ello, se declara la nulidad de la resolución por la que se concedió",143,por_ello,True,True,True,True,True
333_p487,A1,otro,333,2,120,120-426,426,336,en_consecuencia,False,En consecuencia es en aquellos juicios donde corresponde que se,407,por_ello,True,Por ello y concordemente con lo dictaminado por la señora Procu-,407,por_ello,Por ello y concordemente con lo dictaminado por la señora Procu-,407,por_ello,True,True,True,True,True
333_p364,A1,otro,333,2,71,71-325,369,252,en_consecuencia,False,"En consecuencia, al encontrarse reunidos la totalidad de los recau-",311,por_ello,True,"Por ello, y de conformidad con lo dictaminado a fs. 632 por la señora",311,por_ello,"Por ello, y de conformidad con lo dictaminado a fs. 632 por la señora",311,por_ello,True,True,True,True,True
333_p39,A1,otro,333,1,50,50-542,542,131,de_conformidad,False,de conformidad con lo dispuesto por el artículo 94 del Código Procesal,131,de_conformidad,False,de conformidad con lo dispuesto por el artículo 94 del Código Procesal,,,,,,,False,sin_match_C,sin_match_Cref,False
333_p519,A1,otro,333,2,151,151-319,319,205,en_consecuencia,False,"En consecuencia, legalmente agotada toda posibilidad de aplicación",296,por_ello,True,"Por ello, oído el señor Procurador Fiscal ante esta Corte Suprema,",296,por_ello,"Por ello, oído el señor Procurador Fiscal ante esta Corte Suprema,",296,por_ello,True,True,True,True,True
333_p777,A3,otro,333,1,,0-168,168,164,por_lo_expuesto,False,"Por lo expuesto, considero que corresponde declarar formalmente",164,por_lo_expuesto,False,"Por lo expuesto, considero que corresponde declarar formalmente",,,,,,,False,sin_match_C,sin_match_Cref,False
333_p924,A1,otro,333,2,12,12-126,126,18,de_conformidad,False,de conformidad con lo dispuesto por el artículo 90 del Código Procesal,58,por_ello,True,"Por ello, se resuelve: I. Rechazar la oposición formulada a 339/340 y,",58,por_ello,"Por ello, se resuelve: I. Rechazar la oposición formulada a 339/340 y,",58,por_ello,True,True,True,True,True
333_p1376,A1,otro,333,2,182,182-336,408,259,de_conformidad,False,de conformidad con los precedentes de esta Corte.,328,por_todo_lo_exp,True,"Por todo lo expuesto, y oída la señora Procuradora Fiscal, se de-",328,por_todo_lo_exp,"Por todo lo expuesto, y oída la señora Procuradora Fiscal, se de-",328,por_todo_lo_exp,True,True,True,True,True
334_p249,A1,otro,334,2,,0-286,286,96,por_lo_expuesto,False,"Por lo expuesto, afirma que la actora pretende demostrar la exis-",271,por_ello,True,"Por ello, se confirma la sentencia apelada. Con costas (artículo",271,por_ello,"Por ello, se confirma la sentencia apelada. Con costas (artículo",271,por_ello,True,True,True,True,True
334_p376,A1,otro,334,3,55,55-387,799,284,por_ello,False,"Por ello, en atención a lo precedentemente expuesto, a la actividad",374,por_ello,True,"Por ello, se decide: I) Admitir la defensa de prescripción y, en conse-",374,por_ello,"Por ello, se decide: I) Admitir la defensa de prescripción y, en conse-",284,por_ello,False,True,True,False,True
334_p596,A1,otro,334,3,268,268-776,1193,504,por_todo_ello,False,"Por todo ello, concluyó en el rechazo de la acción, lo que así solicitó",764,por_ello,True,"Por ello, y de conformidad con lo dictaminado por el señor Procura-",764,por_ello,"Por ello, y de conformidad con lo dictaminado por el señor Procura-",764,por_ello,True,True,True,True,True
334_p419,A1,otro,334,4,10,10-335,335,163,por_lo_expuesto,False,"Por lo expuesto, solicito que se decrete la apertura de la presentación directa in-",314,en_consecuencia,True,"En consecuencia, soy de la opinión, que el agravio en estudio deberá prosperar.",314,en_consecuencia,"En consecuencia, soy de la opinión, que el agravio en estudio deberá prosperar.",277,por_ello,False,True,True,True,True
334_p312,A1,otro,334,3,160,160-476,476,372,por_ello,False,"Por ello, habiéndose transferido el crédito litigioso inherente a estas",456,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",456,por_ello,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",372,por_ello,False,True,True,False,True
334_p324,A1,otro,334,2,157,157-541,785,422,de_conformidad,False,"De conformidad con la previsión contenida en el decreto-ley 505/58,",532,por_ello,True,"Por ello, y concordemente con lo dictaminado por la señora Procu-",532,por_ello,"Por ello, y concordemente con lo dictaminado por la señora Procu-",532,por_ello,True,True,True,True,True
334_p13,A1,otro,334,3,336,336-692,692,460,en_consecuencia,False,"En consecuencia, las argumentaciones vertidas en el remedio fede-",677,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procuradora",677,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procuradora",677,por_ello,True,True,True,True,True
334_p1018,A1,otro,334,2,27,27-539,539,321,en_consecuencia,False,"En consecuencia, la relación de trabajo sub examine no puede ser",362,por_ello,True,"Por ello, se declara procedente el recurso ordinario de la parte",362,por_ello,"Por ello, se declara procedente el recurso ordinario de la parte",362,por_ello,True,True,True,True,True
334_p1644,A1,otro,334,2,364,364-479,513,388,atento_a,False,"atento lo dispuesto por este Tribunal a fs. 1733/1734, la Sala I descartó",471,por_ello,True,"Por ello, y habiendo dictaminado el señor Procurador Fiscal, se",471,por_ello,"Por ello, y habiendo dictaminado el señor Procurador Fiscal, se",471,por_ello,True,True,True,True,True
334_p1580,A1,otro,334,2,499,499-1144,1144,1057,atento_a,False,"atento a lo establecido en los artículos 42 y 43 de la ley 24.065, para",1122,por_ello,True,"Por ello, concordemente con lo dictaminado por la señora Procura-",1122,por_ello,"Por ello, concordemente con lo dictaminado por la señora Procura-",1122,por_ello,True,True,True,True,True
334_p1276,A1,otro,334,2,114,114-445,445,388,en_consecuencia,False,"En consecuencia, contrariamente a lo afirmado por el a quo, en el",424,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procuradora",424,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procuradora",424,por_ello,True,True,True,True,True
334_p1327,A1,otro,334,3,281,281-599,599,434,en_consecuencia,False,"En consecuencia, contrariamente a lo sostenido por el apelante",579,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que-",579,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que-",579,por_ello,True,True,True,True,True
334_p1754,A1,otro,334,2,180,180-598,598,293,en_consecuencia,False,"En consecuencia, al no subsistir las circunstancias que determi-",536,por_ello,True,"Por ello, y de conformidad con lo oportunamente dictaminado por",536,por_ello,"Por ello, y de conformidad con lo oportunamente dictaminado por",536,por_ello,True,True,True,True,True
334_p1361,A3,otro,334,3,26,26-444,444,336,en_consecuencia,False,"En consecuencia, sólo respecto de los montos indemnizatorios fija-",407,por_ello,True,Por ello se resuelve: 1º) Declarar admisible el recurso ordinario,407,por_ello,Por ello se resuelve: 1º) Declarar admisible el recurso ordinario,407,por_ello,True,True,True,True,True
334_p1821,A1,otro,334,2,72,72-872,872,654,en_consecuencia,False,"En consecuencia, se impone extender a la A.F.A. la responsabi-",855,por_ello,True,"Por ello, se resuelve: Hacer lugar a la demanda seguida por Car-",855,por_ello,"Por ello, se resuelve: Hacer lugar a la demanda seguida por Car-",855,por_ello,True,True,True,True,True
334_p1909,A1,otro,334,2,99,99-412,435,358,en_consecuencia,False,"En consecuencia, puesto que en la resolución S.G.N. 58/03, se ha",403,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal, se declara formal-",403,por_ello,"Por ello, y oída la señora Procuradora Fiscal, se declara formal-",403,por_ello,True,True,True,True,True
337_p388,A1,otro,337,4,354,354-864,2356,687,por_ello,False,"Por ello, en el ámbito de los derechos aduaneros, cobra relevancia",851,por_ello,True,"Por ello, oído el señor Procurador General de la Nación, se decla-",833,por_ello,"Por ello, cabe aclarar que la invalidez de la mencionada resolución",687,por_ello,False,True,True,False,True
337_p530,A1,otro,337,2,109,109-386,511,242,en_consecuencia,False,"En consecuencia, la ampliación de la competencia de la Cámara",366,por_ello,True,"Por ello, oído el señor Procurador Fiscal: a) se declara que, con",366,por_ello,"Por ello, oído el señor Procurador Fiscal: a) se declara que, con",366,por_ello,True,True,True,True,True
337_p813,A1,otro,337,2,176,176-382,382,224,en_consecuencia,False,"En consecuencia, considera vulnerados por la norma local su de-",347,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: Hacer",347,por_ello,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: Hacer",347,por_ello,True,True,True,True,True
337_p703,A1,otro,337,3,197,197-333,333,208,en_consecuencia,False,"en consecuencia, condenó a la Dirección General de Aduanas a devol-",317,por_ello,True,"Por ello, de conformidad con lo dictaminado por la señora Procu-",317,por_ello,"Por ello, de conformidad con lo dictaminado por la señora Procu-",317,por_ello,True,True,True,True,True
337_p712,A1,otro,337,2,377,377-733,758,472,en_su_merito,False,En su mérito sostuvo que la demandante no puede desconocer las obli-,718,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se decide: I.- Rechazar",718,por_ello,"Por ello, oída la señora Procuradora Fiscal, se decide: I.- Rechazar",718,por_ello,True,True,True,True,True
337_p315,A1,otro,337,2,242,242-486,536,327,en_consecuencia,False,"en consecuencia, da cuenta de un “principio evidente” (allant de soi/",471,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que-",471,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que-",471,por_ello,True,True,True,True,True
337_p373,A1,otro,337,2,21,21-652,652,321,en_consecuencia,False,"En consecuencia, corresponde concluir que la falta de cumplimiento",634,por_ello,True,"Por ello, se confirma la sentencia apelada en lo atinente a las cues-",634,por_ello,"Por ello, se confirma la sentencia apelada en lo atinente a las cues-",634,por_ello,True,True,True,True,True
337_p365,A1,otro,337,3,180,180-308,308,195,de_conformidad,False,"de conformidad con lo dispuesto en la ley 23.041, éste dedujo recurso",289,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se",275,en_consecuencia,"En consecuencia, será el examen particular de cada uno de los ítems",275,en_consecuencia,True,True,True,True,True
337_p154,A1,otro,337,2,246,246-465,465,389,en_consecuencia,False,"En consecuencia, carecería de asidero imponer, como pretende la",448,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar parcial-",448,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar parcial-",448,por_ello,True,True,True,True,True
337_p234,A1,otro,337,3,352,352-859,859,476,en_su_merito,False,"En su mérito, a fs. 619 y dado que esta Corte ha señalado reiterada-",842,por_ello,True,Por ello y concordemente con lo dictaminado por la señora Procu-,842,por_ello,Por ello y concordemente con lo dictaminado por la señora Procu-,842,por_ello,True,True,True,True,True
337_p843,A1,otro,337,2,116,116-259,259,174,de_conformidad,False,de conformidad con los principios de congruencia y prevención del art.,247,por_ello,True,"Por ello, oído el señor Procurador Fiscal, se declara que resulta",247,por_ello,"Por ello, oído el señor Procurador Fiscal, se declara que resulta",247,por_ello,True,True,True,True,True
337_p1375,A1,otro,337,2,325,325-723,723,360,en_consecuencia,False,"En consecuencia, cuestiona dicho acto administrativo local, en",707,por_ello,True,"Por ello, concordemente con lo dictaminado por la señora Procu-",707,por_ello,"Por ello, concordemente con lo dictaminado por la señora Procu-",707,por_ello,True,True,True,True,True
337_p1289,A1,otro,337,2,359,359-679,739,631,de_conformidad,False,"de conformidad con lo dispuesto en los artículos 8.2.h, 1.1 y 2 de la",672,por_ello,True,"Por ello, y lo concordantemente dictaminado por el señor Procura-",672,por_ello,"Por ello, y lo concordantemente dictaminado por el señor Procura-",672,por_ello,True,True,True,True,True
337_p1136,A1,otro,337,2,163,163-254,254,181,en_consecuencia,False,"en consecuencia, de cancelar el crédito con los bonos sexta serie del",240,por_ello,True,"Por ello, y lo concordemente dictaminado por la señora Procu-",240,por_ello,"Por ello, y lo concordemente dictaminado por la señora Procu-",240,por_ello,True,True,True,True,True
337_p1361,A1,otro,337,3,187,187-574,574,354,por_estas_razones,False,"Por estas razones, expresa que el pronunciamiento de la Supre-",550,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la",550,por_ello,"Por ello, oída la señora Procuradora Fiscal, se hace lugar a la",474,por_ello,False,True,True,True,True
337_p966,A1,otro,337,4,351,351-1034,1034,659,en_consecuencia,False,"En consecuencia, si el Sistema Nacional de Seguros de Salud den-",1007,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se",707,por_ello,"Por ello y oída la Sra. Procuradora Fiscal, se declara formalmente",707,por_ello,True,True,True,True,True
337_p1337,A1,otro,337,2,153,153-339,364,290,por_ello,False,"Por ello, es menester recurrir a los principios de leyes análogas,",333,por_ello,True,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal",333,por_ello,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal",290,por_ello,False,True,True,False,True
337_p1117,A1,otro,337,2,207,207-709,753,258,por_ello,False,"Por ello, sobre la base del carácter provisorio de estas medidas",699,por_ello,True,"Por ello, oída la señora Procuradora Fiscal, se declara formalmen-",699,por_ello,"Por ello, oída la señora Procuradora Fiscal, se declara formalmen-",258,por_ello,False,True,True,False,True
338_p284,A1,otro,338,3,161,161-552,552,288,por_estas_razones,False,"Por estas razones, corresponde asumir el conocimiento para deci­",541,por_ello,True,"Por ello, oído el señor Procurador General subrogante, se admite",541,por_ello,"Por ello, oído el señor Procurador General subrogante, se admite",541,por_ello,True,True,True,True,True
338_p40,A1,otro,338,2,71,71-300,300,177,por_ello,False,"por ello, debería establecerse en el proceso la proporción del valor de",287,por_ello,True,"Por ello, y oída la señora Procuradora Fiscal subrogante, se decla­",287,por_ello,"Por ello, y oída la señora Procuradora Fiscal subrogante, se decla­",177,por_ello,False,True,True,False,True
338_p652,A1,otro,338,2,184,184-1063,1063,352,en_consecuencia,False,"En consecuencia, dice, es la Provincia de Corrientes quien se obligó",1036,por_ello,True,"Por ello, se decide: Hacer lugar a la demanda seguida por Dora",1036,por_ello,"Por ello, se decide: Hacer lugar a la demanda seguida por Dora",1036,por_ello,True,True,True,True,True
338_p556,A1,otro,338,3,839,839-1728,1728,881,por_estas_razones,False,"Por estas razones, consideró que la petición de las hermanas y",1692,por_ello,True,"Por ello, habiendo dictaminado la señora Procuradora General de",1692,por_ello,"Por ello, habiendo dictaminado la señora Procuradora General de",1601,por_ello,False,True,True,True,True
338_p1183,A1,otro,338,2,545,545-1308,1308,844,en_consecuencia,False,en consecuencia ser interpretadas las normas de aquella de modo que,1285,por_ello,True,"Por ello y habiendo dictaminado la señora Procuradora General,",1285,por_ello,"Por ello y habiendo dictaminado la señora Procuradora General,",1285,por_ello,True,True,True,True,True
338_p1356,A1,otro,338,2,223,223-1260,1260,1159,en_su_merito,False,"En su mérito, en cuanto a la pretensión concerniente a la plena co­",1249,por_ello,False,"Por ello, y oído el señor Procurador General, se decide: I. Declarar",,,,1249,por_ello,False,True,sin_match_C,True,False
338_p1389,A1,otro,338,2,421,421-1611,1611,1531,en_su_merito,False,"En su mérito, con respecto a la pretensión concerniente a la ple­",1563,por_ello,True,"Por ello, y oído el señor Procurador General, se decide: I. Decla­",1563,por_ello,"Por ello, y oído el señor Procurador General, se decide: I. Decla­",1563,por_ello,True,True,True,True,True
338_p706,A1,otro,338,2,18,18-186,186,84,atento_a,False,Atento a que la cuestión planteada comprometía los intereses del,168,por_ello,True,"Por ello, el Tribunal resuelve: Declarar inoficioso un pronun­",168,por_ello,"Por ello, el Tribunal resuelve: Declarar inoficioso un pronun­",168,por_ello,True,True,True,True,True
