caso_id_canonico,tomo,n_lineas_bloque,apertura_rel,firma_lines_count,firma_end,pe_idx_baseline,pe_idx_d_validado,disp_cambio,posthoc_rejected,voting_pattern,n_jueces_firma,baseline_voting_pattern,baseline_n_votos_svoto,baseline_n_disidencias,n_votos_actual,n_disid_actual,n_votos_ampliado,n_nuevos_por_ampliado,n_ya_detectados_post_firma,n_votos_narrow_pre_firma,first_voto_narrow
330_p2849,330,10369,25,281,307,300,300,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p2877,330,598,454,2,584,576,576,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p2892,330,331,301,2,324,315,315,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p2900,330,57,19,2,52,44,44,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p2902,330,522,95,4,383,354,354,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,382
330_p2915,330,212,111,5,194,186,186,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,193
330_p2921,330,263,64,11,80,76,76,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,81
330_p2927,330,178,98,2,168,164,164,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p2932,330,812,399,4,802,791,791,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p2952,330,71,59,2,70,62,62,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p2954,330,87,72,2,86,75,75,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p2957,330,143,112,2,138,132,132,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p2961,330,111,93,2,104,96,96,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p2964,330,90,48,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p2968,330,43,8,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p2970,330,168,130,7,150,140,140,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,148
330_p2975,330,241,156,3,230,219,219,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p2981,330,423,369,9,388,380,380,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,1,0,1,1,387
330_p2992,330,270,241,3,258,253,253,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p2999,330,101,24,6,54,50,50,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,59
330_p3002,330,467,380,6,398,393,393,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,400
330_p3015,330,189,117,4,158,153,153,False,False,disidencia,6,disidencia,0,0,0,0,0,0,0,0,
330_p3020,330,162,32,6,63,59,59,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,64
330_p3025,330,112,18,5,28,25,25,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,34
330_p3028,330,320,138,6,159,146,146,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,158
330_p3036,330,354,168,9,183,178,178,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,188
330_p3045,330,400,244,10,367,354,354,False,False,mixed,7,mixed,1,1,1,1,1,0,1,1,366
330_p3055,330,534,176,6,396,386,386,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,395
330_p3069,330,102,,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3074,330,717,679,6,695,689,689,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,700
330_p3092,330,189,150,6,176,161,161,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,175
330_p3098,330,445,90,12,113,104,104,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,115
330_p3109,330,660,202,7,559,552,552,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,558
330_p3126,330,645,144,8,383,362,362,False,False,mixed,6,mixed,1,1,1,1,1,0,1,1,382
330_p3141,330,128,52,5,,,,False,True,sin_firma,0,sin_firma,0,1,0,1,0,0,0,0,74
330_p3145,330,139,27,6,62,58,58,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,64
330_p3149,330,452,114,10,406,395,395,False,False,disidencia,6,disidencia,0,2,0,2,1,0,1,1,405
330_p3160,330,3585,2111,53,2589,2575,2575,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,2591
330_p3248,330,5446,1492,29,2414,2410,2410,False,False,disidencia,6,disidencia,0,2,0,2,4,2,2,0,2415
330_p3379,330,879,796,3,871,863,863,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3400,330,389,72,8,246,234,234,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,245
330_p3409,330,496,212,18,231,221,221,False,False,mixed,7,mixed,0,1,0,1,1,0,1,0,245
330_p3422,330,140,37,7,52,47,47,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,58
330_p3426,330,246,205,4,226,214,214,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,227
330_p3432,330,493,305,16,326,319,,True,True,mixed,7,mixed,1,1,1,1,1,0,1,1,5
330_p3444,330,69,28,5,65,58,58,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,64
330_p3447,330,317,139,4,309,298,298,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3455,330,138,125,2,137,128,128,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3458,330,27,20,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3461,330,67,9,3,54,50,50,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3463,330,181,28,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3471,330,243,214,3,234,226,226,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3477,330,205,176,3,194,185,185,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3483,330,467,149,15,176,165,165,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,1,0,1,1,175
330_p3494,330,289,214,4,,288,,True,True,sin_firma,0,sin_firma,1,0,1,0,0,0,0,0,4
330_p3502,330,250,167,5,191,180,180,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,190
330_p3509,330,167,102,8,124,115,115,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,123
330_p3513,330,206,195,6,205,202,,True,True,segun_su_voto,4,segun_su_voto,0,1,0,1,0,0,0,1,1
330_p3519,330,290,153,10,174,169,169,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,176
330_p3526,330,419,299,10,382,372,372,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,381
330_p3537,330,305,,2,297,293,293,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3546,330,119,22,8,86,78,78,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,84
330_p3549,330,123,107,2,118,113,113,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3552,330,189,30,2,180,175,175,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3557,330,331,56,7,222,215,215,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,221
330_p3565,330,588,564,3,580,573,573,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3579,330,46,13,3,32,27,27,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3581,330,46,12,2,45,42,42,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3582,330,254,203,9,224,215,215,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,223
330_p3589,330,139,100,10,117,109,109,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,115
330_p3593,330,631,400,2,614,594,594,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3609,330,569,79,10,407,391,391,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,409
330_p3623,330,154,83,3,129,121,121,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3627,330,93,77,3,92,80,80,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3630,330,174,147,2,164,156,156,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p3635,330,195,167,3,189,180,180,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3640,330,450,401,6,423,414,414,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,422
330_p3652,330,186,140,7,164,153,153,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,163
330_p3657,330,70,19,2,60,58,58,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3659,330,159,13,2,135,132,132,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3663,330,356,12,2,350,51,51,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3673,330,280,203,3,275,269,269,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3680,330,205,36,5,129,104,104,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,130
330_p3685,330,14,,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3714,330,255,252,4,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3722,330,54,10,3,47,44,44,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3723,330,78,23,5,43,33,33,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,42
330_p3725,330,1346,439,23,612,603,603,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,613
330_p3758,330,62,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3764,330,249,222,2,240,233,233,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p3771,330,76,20,2,65,56,56,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3773,330,143,123,0,,140,140,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3777,330,266,104,2,262,257,257,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p3784,330,78,63,2,72,66,66,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3787,330,231,79,4,185,175,175,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,191
330_p3793,330,329,171,2,323,316,316,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p3801,330,1399,382,24,,,,False,True,sin_firma,0,sin_firma,1,2,1,2,0,0,0,0,967
330_p3836,330,268,240,2,259,254,254,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p3843,330,182,96,5,146,132,132,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,145
330_p3848,330,138,125,3,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p3853,330,1484,520,23,764,753,753,False,False,mixed,7,mixed,2,1,2,1,3,0,3,0,769
330_p3888,330,208,186,3,202,196,196,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3893,330,233,38,4,130,125,125,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,131
330_p3899,330,199,145,2,181,171,171,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p3904,330,47,29,2,42,36,36,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p3906,330,87,55,5,78,70,70,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,77
330_p3908,330,2801,909,24,1411,1406,1406,False,False,mixed,7,mixed,1,2,1,2,3,0,3,0,1413
330_p3977,330,720,310,4,661,634,634,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p3994,330,227,48,3,226,221,221,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4000,330,45,9,2,44,41,41,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4001,330,555,143,9,373,340,340,False,False,mixed,6,mixed,2,1,2,1,2,0,2,1,372
330_p4015,330,325,220,8,250,242,242,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,257
330_p4024,330,232,206,3,222,216,216,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4030,330,96,16,5,52,43,43,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,51
330_p4033,330,280,237,5,257,247,247,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,256
330_p4040,330,11,,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4045,330,134,25,5,82,75,75,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,83
330_p4049,330,228,191,6,212,201,201,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,211
330_p4055,330,269,251,2,262,258,258,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4062,330,93,80,2,90,83,83,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4064,330,223,113,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4071,330,22,,2,16,10,10,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4076,330,182,99,4,177,172,172,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4081,330,11,,2,8,3,3,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4084,330,229,161,5,209,202,202,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,210
330_p4090,330,153,26,2,136,131,131,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4094,330,278,174,5,250,240,240,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,251
330_p4101,330,64,6,2,50,47,47,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4103,330,416,373,5,391,385,385,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,397
330_p4113,330,613,490,9,589,578,,True,True,disidencia,6,disidencia,0,2,0,2,1,0,1,1,1
330_p4129,330,202,161,3,194,177,177,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4134,330,369,190,7,352,313,313,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,350
330_p4144,330,558,278,19,418,410,410,False,False,mixed,7,mixed,2,1,2,1,2,0,2,1,417
330_p4160,330,378,222,5,239,230,230,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,238
330_p4170,330,82,15,3,75,70,70,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4172,330,382,238,6,336,324,324,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,335
330_p4182,330,492,231,13,248,242,242,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,247
330_p4195,330,180,60,2,166,162,162,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4199,330,286,157,9,191,181,181,False,False,segun_su_voto,6,segun_su_voto,2,0,2,0,1,0,1,1,190
330_p4207,330,141,93,7,117,106,106,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,119
330_p4211,330,194,43,8,114,110,110,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,2,0,2,0,116
330_p4216,330,370,190,5,347,330,330,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,346
330_p4226,330,315,212,5,295,281,281,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,294
330_p4234,330,720,274,2,709,704,704,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4252,330,140,32,7,92,83,83,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,91
330_p4256,330,163,21,9,65,57,57,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,70
330_p4260,330,106,95,2,105,98,98,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4263,330,9308,152,273,175,162,162,False,False,unanime,5,unanime,1,0,1,0,1,0,1,0,884
330_p4313,330,325,243,6,264,254,254,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,263
330_p4322,330,229,212,2,,,,False,False,sin_firma,0,unanime,0,0,0,0,0,0,0,0,
330_p4328,330,131,20,4,86,79,79,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,85
330_p4331,330,197,164,2,188,179,179,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4337,330,43,9,2,42,39,39,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4338,330,252,129,5,193,182,182,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,192
330_p4345,330,253,239,2,251,247,247,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4351,330,94,28,2,92,81,81,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4354,330,170,145,2,161,157,157,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4358,330,210,124,5,143,134,134,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,145
330_p4364,330,39,9,2,33,26,26,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4365,330,105,87,2,99,96,96,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4368,330,119,25,2,110,101,101,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4372,330,683,439,2,677,673,673,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4389,330,263,,5,51,46,46,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,57
330_p4396,330,117,40,2,111,99,99,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4399,330,400,251,7,363,353,353,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,365
330_p4409,330,85,14,2,48,45,45,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4411,330,47,,2,40,37,37,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4413,330,76,18,5,61,53,53,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,60
330_p4416,330,235,62,11,85,75,75,False,False,mixed,7,mixed,1,1,1,1,1,0,1,1,84
330_p4422,330,248,183,5,223,218,218,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,225
330_p4429,330,121,,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4435,330,312,190,9,207,199,,True,True,segun_su_voto,6,segun_su_voto,1,1,1,1,1,0,1,1,7
330_p4443,330,69,15,3,59,52,52,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4445,330,359,313,3,352,348,348,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4454,330,174,45,5,155,148,148,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,156
330_p4459,330,188,146,6,170,160,160,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,169
330_p4464,330,55,10,2,49,47,47,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4465,330,115,57,10,74,67,67,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,79
330_p4469,330,29,5,2,19,15,15,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4470,330,44,14,2,43,40,40,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4471,330,159,93,5,114,102,102,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,113
330_p4476,330,261,196,7,214,206,206,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,216
330_p4483,330,161,157,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4489,330,351,224,12,242,237,237,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,244
330_p4498,330,185,157,2,174,168,168,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4503,330,33,5,2,22,15,15,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4504,330,175,143,6,159,152,152,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,158
330_p4509,330,74,40,6,56,49,49,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,61
330_p4511,330,472,181,10,198,190,190,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,197
330_p4523,330,103,30,2,92,89,89,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4526,330,93,21,2,88,80,80,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4528,330,35,18,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4530,330,155,124,6,139,137,137,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,142
330_p4534,330,150,112,5,132,123,123,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,131
330_p4539,330,175,139,4,157,150,150,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,156
330_p4544,330,204,184,3,201,195,195,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4549,330,163,110,8,133,119,119,False,False,mixed,5,mixed,1,1,1,1,1,0,1,1,132
330_p4554,330,390,183,2,380,371,371,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4564,330,843,465,2,831,822,822,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4585,330,92,28,2,87,80,80,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4587,330,78,28,6,49,43,43,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,48
330_p4590,330,83,11,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4592,330,587,86,10,326,310,310,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,327
330_p4606,330,333,245,7,263,257,257,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,262
330_p4615,330,673,325,12,337,333,333,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,342
330_p4632,330,50,16,2,48,45,45,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4633,330,568,290,16,368,358,358,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,370
330_p4647,330,684,325,7,448,436,436,False,False,mixed,7,mixed,2,1,2,1,2,0,2,1,447
330_p4664,330,183,145,7,160,154,154,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,166
330_p4669,330,160,99,2,151,140,140,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4673,330,175,129,2,172,164,164,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4678,330,147,82,2,140,125,125,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4682,330,98,78,2,95,91,91,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4685,330,50,12,0,,48,48,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4687,330,93,16,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4690,330,105,7,4,83,76,76,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,84
330_p4693,330,104,76,2,87,84,84,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4697,330,241,156,3,239,232,232,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4703,330,95,28,3,82,52,52,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4706,330,270,144,9,162,152,152,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,161
330_p4713,330,295,265,3,280,274,274,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4721,330,498,468,2,490,476,476,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4733,330,87,21,3,82,74,74,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4735,330,559,402,6,424,415,415,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,423
330_p4749,330,635,413,27,429,422,422,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,431
330_p4770,330,379,236,14,254,250,250,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,256
330_p4780,330,76,64,3,75,67,67,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4782,330,145,18,3,132,128,128,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
330_p4786,330,83,8,2,77,68,68,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4788,330,73,35,2,65,62,62,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4790,330,65,18,2,57,54,54,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4792,330,75,18,2,67,64,64,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4794,330,70,7,2,60,57,57,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4796,330,2,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4797,330,283,82,4,273,270,270,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4804,330,143,97,2,113,108,108,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4807,330,102,75,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4811,330,368,57,4,357,338,338,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4820,330,134,28,6,87,80,80,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,86
330_p4824,330,75,21,2,64,61,61,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4826,330,520,502,2,519,515,515,False,False,segun_su_voto,4,segun_su_voto,0,0,0,0,0,0,0,0,
330_p4841,330,265,220,6,244,234,234,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,243
330_p4848,330,135,32,2,128,102,102,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4851,330,227,,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4858,330,163,48,4,157,146,146,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4862,330,121,33,0,,106,106,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
330_p4866,330,360,63,2,348,335,335,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4875,330,198,124,6,142,137,137,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
330_p4879,330,162,10,4,37,27,27,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,36
330_p4885,330,245,208,8,227,221,221,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,226
330_p4891,330,58,16,2,52,50,50,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4893,330,102,56,2,98,88,88,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4896,330,151,131,4,150,134,134,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4900,330,129,25,2,121,118,118,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
330_p4903,330,166,137,2,154,147,147,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4909,330,173,129,4,149,140,140,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,148
330_p4914,330,263,63,2,254,246,246,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
330_p4920,330,167,127,4,143,136,136,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,145
330_p4925,330,103,64,4,83,73,73,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,82
330_p4928,330,66,15,2,55,50,50,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
