caso_id_canonico,source_file,a0,k0_rel,k0_abs,clase,rama,guard_fuente,n_anclas_pre,n_anclas_post,k_propio_rel,span_pre_apertura,wc_primer_span,n_spans,wc_epilogo_total,primera_linea,k_post_rel,clase_post,rama_post,guard_fuente_post,primera_linea_post
341_p274,LibroVol341.1.md,ok,393,10691,recurso_narrativo,Recurso,propia,0,1,43,0,373,5,1083,"recurso extraordinario de fs. 170/181, que fue contestado a fs. 184/187 y",393,recurso_narrativo,Recurso,propia,"recurso extraordinario de fs. 170/181, que fue contestado a fs. 184/187 y"
341_p336,LibroVol341.1.md,ok,3062,15633,recurso_narrativo,Recurso,propia,0,14,97,0,176,4,719,recurso incoado por la parte querellante por considerar que el cuadro,3062,recurso_narrativo,Recurso,propia,recurso incoado por la parte querellante por considerar que el cuadro
341_p427,LibroVol341.1.md,ok,539,16856,rotulo_pie,Profesionales,solo_pre_apertura,9,0,290,0,334,13,3770,profesionales que ya se desempeñan en el Hospital Alemán y a través,539,rotulo_pie,Profesionales,solo_pre_apertura,profesionales que ya se desempeñan en el Hospital Alemán y a través
341_p480,LibroVol341.1.md,ok,773,19038,pie_genuino,Parte actora,mixta,1,7,80,0,45,1,45,"Parte actora: Yacimientos Mineros de Agua de Dionisio (YMAD), representado por",773,pie_genuino,Parte actora,mixta,"Parte actora: Yacimientos Mineros de Agua de Dionisio (YMAD), representado por"
341_p500,LibroVol341.1.md,ok,426,19469,pie_genuino,Recurso,propia,0,7,38,0,84,1,84,"Recurso extraordinario interpuesto por Pedro Roberto Apaza León, actor en autos,",426,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por Pedro Roberto Apaza León, actor en autos,"
341_p512,LibroVol341.1.md,ok,546,20066,pie_genuino,Recurso,propia,0,6,87,0,34,1,34,"Recurso de queja interpuesto por Ramón Francisco Tomás Ramírez, por derecho",546,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Ramón Francisco Tomás Ramírez, por derecho"
341_p536,LibroVol341.1.md,ok,179,20610,recurso_narrativo,Recurso,propia,0,1,44,0,424,6,1722,"recurso interpuesto, esta Corte declaró su incompetencia para enten­",179,recurso_narrativo,Recurso,propia,"recurso interpuesto, esta Corte declaró su incompetencia para enten­"
341_p573,LibroVol341.1.md,ok,291,22083,pie_genuino,Recurso,mixta,1,3,215,0,15,2,44,"Recurso extraordinario interpuesto por Loreal Argentina S.A., representada por la",291,pie_genuino,Recurso,mixta,"Recurso extraordinario interpuesto por Loreal Argentina S.A., representada por la"
341_p688,LibroVol341.1.md,ok,209,26262,pie_genuino,Recurso,mixta,1,6,49,0,50,1,50,Recurso de queja interpuesto por Experiencia ART S.A. (ex QBE Argentina ART,209,pie_genuino,Recurso,mixta,Recurso de queja interpuesto por Experiencia ART S.A. (ex QBE Argentina ART
341_p745,LibroVol341.1.md,ok,476,28555,recurso_narrativo,Recurso,propia,0,1,51,0,157,8,1883,recurso extraordinario que fue concedido por existir cuestión federal,476,recurso_narrativo,Recurso,propia,recurso extraordinario que fue concedido por existir cuestión federal
341_p774,LibroVol341.1.md,ok,454,29675,recurso_narrativo,Recurso,propia,0,2,78,0,24,14,3566,"recurso extraordinario federal (fs. 1009/1029), que fue concedido “en",454,recurso_narrativo,Recurso,propia,"recurso extraordinario federal (fs. 1009/1029), que fue concedido “en"
341_p898,LibroVol341.2.md,ok,225,1557,recurso_narrativo,Recurso,propia,0,1,48,0,197,8,2588,"recurso y a la tutela judicial efectiva. En efecto, según entiende el",225,recurso_narrativo,Recurso,propia,"recurso y a la tutela judicial efectiva. En efecto, según entiende el"
341_p919,LibroVol341.2.md,ok,213,2329,pie_genuino,Recurso,propia,0,3,38,0,43,2,62,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y De­,213,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y De­
341_p939,LibroVol341.2.md,ok,579,3465,pie_genuino,Recurso,propia,0,2,71,0,51,1,51,"Recurso de queja interpuesto por Pablo Mirolo, Intendente de la Municipalidad de",579,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Pablo Mirolo, Intendente de la Municipalidad de"
341_p971,LibroVol341.2.md,ok,801,4906,recurso_narrativo,Recurso,propia,0,1,73,0,397,22,7661,recurso de apelación ordinario (fs. 912) que fue concedido a fs. 911 y,801,recurso_narrativo,Recurso,propia,recurso de apelación ordinario (fs. 912) que fue concedido a fs. 911 y
341_p1017,LibroVol341.2.md,ok,1498,7440,pie_genuino,Recurso,propia,0,16,240,0,164,1,164,Recurso extraordinario interpuesto por el Colegio de Escribanos de la Provincia de,1498,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por el Colegio de Escribanos de la Provincia de
341_p1075,LibroVol341.2.md,ok,333,8560,pie_genuino,Recurso,propia,0,4,48,0,66,1,66,"Recurso de queja interpuesto por Bartolomé Luis Mitre, S.A. La Nación –representa­",333,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Bartolomé Luis Mitre, S.A. La Nación –representa­"
341_p1091,LibroVol341.2.md,ok,159,8968,pie_genuino,Recurso,propia,0,6,39,0,55,1,55,"Recurso de queja interpuesto por Arcos Dorados Argentina S.A., representada por",159,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Arcos Dorados Argentina S.A., representada por"
341_p1106,LibroVol341.2.md,ok,942,10318,pie_genuino,Recurso,mixta,1,9,66,0,78,1,78,"Recurso de queja interpuesto por José Gilberto Varela, actora, representado por la",942,pie_genuino,Recurso,mixta,"Recurso de queja interpuesto por José Gilberto Varela, actora, representado por la"
341_p1148,LibroVol341.2.md,ok,468,11482,pie_genuino,Recurso,propia,0,3,101,0,104,12,3042,recurso de alzada interpuesto por la provincia contra la resolución 27,468,pie_genuino,Recurso,propia,recurso de alzada interpuesto por la provincia contra la resolución 27
341_p1195,LibroVol341.2.md,ok,258,13127,pie_genuino,Recurso,propia,0,7,42,0,70,1,70,Recurso de queja interpuesto por el Banco Comercial Fondo de Recuperación,258,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Banco Comercial Fondo de Recuperación
341_p1207,LibroVol341.2.md,ok,722,14029,pie_genuino,Recurso,propia,0,4,50,0,40,1,40,"Recurso de queja interpuesto por Raúl Omar Pleé, Fiscal General ante la Cámara",722,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Raúl Omar Pleé, Fiscal General ante la Cámara"
341_p1237,LibroVol341.2.md,ok,328,14789,pie_genuino,Recurso,propia,0,7,42,0,51,1,51,"Recurso de queja interpuesto por el Dr. Raúl Omar Pleé, Fiscal General ante la Cá­",328,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Dr. Raúl Omar Pleé, Fiscal General ante la Cá­"
341_p1246,LibroVol341.2.md,ok,107,14905,recurso_narrativo,Recurso,propia,0,4,57,0,55,2,73,"recurso previsto en el artículo 14 de la ley 48, debido a la posibilidad",107,recurso_narrativo,Recurso,propia,"recurso previsto en el artículo 14 de la ley 48, debido a la posibilidad"
341_p1268,LibroVol341.2.md,ok,608,16197,pie_genuino,Recurso,propia,0,7,78,0,50,2,64,"Recurso de queja interpuesto por Asociart S.A. Aseguradora de Riesgos del Trabajo,",608,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Asociart S.A. Aseguradora de Riesgos del Trabajo,"
341_p1443,LibroVol341.2.md,ok,273,22563,pie_genuino,Recurso,propia,0,6,64,0,47,1,47,"Recurso de queja interpuesto por Galeno Aseguradora de Riesgos del Trabajo S.A.,",273,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Galeno Aseguradora de Riesgos del Trabajo S.A.,"
341_p1460,LibroVol341.2.md,ok,236,23131,pie_genuino,Recurso,propia,0,8,51,0,48,1,48,"Recurso de queja interpuesto por los herederos de Jorge Alberto Yurrita, representa­",236,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por los herederos de Jorge Alberto Yurrita, representa­"
341_p1485,LibroVol341.2.md,ok,437,24308,recurso_narrativo,Recurso,propia,0,5,65,0,200,8,2406,recurso de nulidad. Destacó que aquellos aspectos habían sido some­,437,recurso_narrativo,Recurso,propia,recurso de nulidad. Destacó que aquellos aspectos habían sido some­
341_p1502,LibroVol341.2.md,ok,193,24742,recurso_narrativo,Recurso,solo_pre_apertura,1,0,195,1,18,2,80,recurso extraordinario y revocar el pronunciamiento apelado. Buenos,333,pie_genuino,Recurso,mixta,Recurso extraordinario interpuesto por el Estado Nacional (Ministerio de Economía
341_p1511,LibroVol341.2.md,ok,1153,26042,recurso_narrativo,Recurso,mixta,3,5,728,0,151,7,2520,"recurso extraordinario concedido en la Corte Suprema, el juez resol­",1153,recurso_narrativo,Recurso,mixta,"recurso extraordinario concedido en la Corte Suprema, el juez resol­"
341_p1570,LibroVol341.2.md,ok,637,27877,pie_genuino,Recurso,propia,0,8,48,0,67,1,67,"Recurso de queja interpuesto por Mario Raúl Peralta Valiente, actor en autos, repre­",637,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Mario Raúl Peralta Valiente, actor en autos, repre­"
341_p1649,LibroVol341.2.md,ok,211,30531,pie_genuino,Recurso,propia,0,10,70,0,52,1,52,"Recurso de queja interpuesto por la Obra Social para la Actividad Docente, represen­",211,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por la Obra Social para la Actividad Docente, represen­"
341_p1655,LibroVol341.2.md,ok,136,30672,pie_genuino,Recurso,propia,0,3,35,0,66,1,66,"Recurso de queja interpuesto por el Estado Nacional – Ministerio de Defensa, de­",136,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Estado Nacional – Ministerio de Defensa, de­"
341_p1704,LibroVol341.2.md,ok,139,32595,pie_genuino,Recurso,propia,0,7,37,0,142,1,142,"Recurso de queja interpuesto por Alejandro Gutiérrez Guido Spano, representado por",139,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Alejandro Gutiérrez Guido Spano, representado por"
341_p1717,LibroVol341.2.md,ok,388,33365,pie_genuino,Recurso,propia,0,8,98,0,76,1,76,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y Dere­,388,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y Dere­
341_p1733,LibroVol341.2.md,ok,1180,34765,pie_genuino,Recurso,propia,0,5,61,0,107,3,108,"Recurso extraordinario interpuesto por D.H. y M.L.M., por derecho propio y en re­",1180,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por D.H. y M.L.M., por derecho propio y en re­"
341_p1768,LibroVol341.2.md,ok,3026,38026,pie_genuino,Recurso,propia,0,19,567,0,45,1,45,"Recurso de queja interpuesto por Rufino Batalla, asistido por la Dra. Magdalena Lai­",3026,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Rufino Batalla, asistido por la Dra. Magdalena Lai­"
341_p1854,LibroVol341.2.md,ok,383,38816,rotulo_pie,Profesionales,propia,0,10,87,0,44,6,1652,profesionales de la salud que han intervenido en la operación de la,383,rotulo_pie,Profesionales,propia,profesionales de la salud que han intervenido en la operación de la
341_p1869,LibroVol341.2.md,ok,2133,41144,pie_genuino,Recurso,propia,0,17,345,0,45,2,88,"Recurso de queja interpuesto por la Unión Cívica Radical de Santa Cruz (UCR), re­",2133,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por la Unión Cívica Radical de Santa Cruz (UCR), re­"
341_p1924,LibroVol341.2.md,ok,904,42060,pie_genuino,Recurso,propia,0,7,209,0,26,4,146,recurso extraordinario deducido por la demandada y confirmar la sen­,904,pie_genuino,Recurso,propia,recurso extraordinario deducido por la demandada y confirmar la sen­
342_p1,LibroVol342-1.md,ok,1274,1577,pie_genuino,Parte actora,propia,0,12,119,0,66,3,70,"Parte actora: Unión Cívica Radical – Distrito La Rioja, representada por su presi­",1274,pie_genuino,Parte actora,propia,"Parte actora: Unión Cívica Radical – Distrito La Rioja, representada por su presi­"
342_p39,LibroVol342-1.md,ok,128,1859,pie_genuino,Recurso,propia,0,4,36,0,60,1,60,"Recurso de queja interpuesto por el Gobierno de la Ciudad de Buenos Aires, repre­",128,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Gobierno de la Ciudad de Buenos Aires, repre­"
342_p93,LibroVol342-1.md,ok,164,3928,pie_genuino,Recurso,propia,0,6,38,0,96,1,96,Recurso de queja interpuesto por Reina Teresa Candia Acosta por sí y en represen­,164,pie_genuino,Recurso,propia,Recurso de queja interpuesto por Reina Teresa Candia Acosta por sí y en represen­
342_p208,LibroVol342-1.md,ok,749,8991,pie_genuino,Recurso,propia,0,2,86,0,113,1,113,"Recurso extraordinario interpuesto por Claudio Martín Savoia, por derecho propio,",749,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por Claudio Martín Savoia, por derecho propio,"
342_p278,LibroVol342-1.md,ok,370,11288,pie_genuino,Recurso,propia,0,2,39,0,58,1,58,"Recurso de queja interpuesto por Ismael Ramón Marcón, asistido por el Dr. Raúl Al­",370,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Ismael Ramón Marcón, asistido por el Dr. Raúl Al­"
342_p287,LibroVol342-1.md,ok,1372,12665,recurso_narrativo,Recurso,propia,0,8,268,0,276,13,4979,"recurso de apelación por ante el Tribunal Superior de la provincia, el",1372,recurso_narrativo,Recurso,propia,"recurso de apelación por ante el Tribunal Superior de la provincia, el"
342_p411,LibroVol342-1.md,ok,1607,17893,recurso_narrativo,Recurso,propia,0,11,258,0,157,3,242,recurso que legalmente corresponda ingresar al régimen previsional,1607,recurso_narrativo,Recurso,propia,recurso que legalmente corresponda ingresar al régimen previsional
342_p459,LibroVol342-1.md,ok,1346,19561,recurso_narrativo,Recurso,propia,0,8,208,0,336,13,4841,recursos extraordinarios (fs. 652/656 y 660/664).,1346,recurso_narrativo,Recurso,propia,recursos extraordinarios (fs. 652/656 y 660/664).
342_p584,LibroVol342-1.md,ok,859,23968,rotulo_pie,Tribunal de origen,propia,0,2,148,0,17,2,86,"tribunal de origen para que, por quien corresponda, se dicte un fallo",859,rotulo_pie,Tribunal de origen,propia,"tribunal de origen para que, por quien corresponda, se dicte un fallo"
342_p654,LibroVol342-1.md,ok,315,26114,pie_genuino,Recurso,propia,0,9,38,0,53,1,53,"Recurso de queja interpuesto por Roberto Urzagasti, Justo Pastor Leguizamón, Pi­",315,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Roberto Urzagasti, Justo Pastor Leguizamón, Pi­"
342_p697,LibroVol342-1.md,ok,1575,28989,pie_genuino,Recurso,propia,0,12,228,0,48,1,48,Recurso de queja interpuesto por Alex Mauricio Obreque Varas y Alexis Gabriel Cas­,1575,pie_genuino,Recurso,propia,Recurso de queja interpuesto por Alex Mauricio Obreque Varas y Alexis Gabriel Cas­
342_p744,LibroVol342-1.md,ok,462,29730,pie_genuino,Recurso,propia,0,7,46,0,45,2,231,"Recurso de queja interpuesto por Mauricio Luis Fernando Frois, representado por el",462,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Mauricio Luis Fernando Frois, representado por el"
342_p761,LibroVol342-1.md,ok,1220,31107,recurso_narrativo,Recurso,propia,0,13,117,0,2,10,2895,recurso extraordinario.,1220,recurso_narrativo,Recurso,propia,recurso extraordinario.
342_p812,LibroVol342-1.md,ok,453,32441,pie_genuino,Recurso,propia,0,10,46,0,216,1,216,"Recurso de queja interpuesto por la Provincia de Buenos Aires, representada por su",453,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por la Provincia de Buenos Aires, representada por su"
342_p853,LibroVol342-1.md,ok,231,33809,pie_genuino,Recurso,propia,0,4,51,0,43,2,266,"Recurso de queja interpuesto por AFSCA, demandada en autos, representada por la",231,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por AFSCA, demandada en autos, representada por la"
342_p867,LibroVol342-1.md,ok,321,34392,pie_genuino,Recurso,propia,0,8,47,0,93,1,93,"Recursos de queja interpuestos por 1) Unilever de Argentina S.A., representada por",321,pie_genuino,Recurso,propia,"Recursos de queja interpuestos por 1) Unilever de Argentina S.A., representada por"
342_p884,LibroVol342-1.md,ok,636,35333,pie_genuino,Recurso,propia,0,8,36,0,51,1,51,"Recurso de queja interpuesto por el Dr. Néstor Pablo Barral, Defensor Público Ofi­",636,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Dr. Néstor Pablo Barral, Defensor Público Ofi­"
342_p903,LibroVol342-1.md,ok,462,35940,pie_genuino,Recurso,propia,0,6,73,0,40,3,41,"Recurso de queja interpuesto por Lloyd Jorge Wickstrom, por derecho propio.",462,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Lloyd Jorge Wickstrom, por derecho propio."
342_p917,LibroVol342-1.md,ok,866,36819,recurso_narrativo,Recurso,propia,0,3,253,0,412,10,3191,recurso estratégico del agua (artículo 1°)- la hipotética controversia,866,recurso_narrativo,Recurso,propia,recurso estratégico del agua (artículo 1°)- la hipotética controversia
342_p971,LibroVol342-1.md,ok,634,38757,rotulo_pie,Nombre del,propia,0,3,49,0,34,1,34,Nombre del actor: Telefónica Móviles Argentina S.A.,634,rotulo_pie,Nombre del,propia,Nombre del actor: Telefónica Móviles Argentina S.A.
342_p988,LibroVol342-1.md,ok,519,39285,pie_genuino,Recurso,propia,0,7,68,0,43,1,43,"Recurso de queja interpuesto por Carlos Esteban Gómez, representado por el Dr. Ho­",519,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Carlos Esteban Gómez, representado por el Dr. Ho­"
342_p1004,LibroVol342-1.md,ok,287,39662,pie_genuino,Recurso,propia,0,8,38,0,49,1,49,Recurso de queja interpuesto por la Fiscal General ante la Cámara Nacional de Ape­,287,pie_genuino,Recurso,propia,Recurso de queja interpuesto por la Fiscal General ante la Cámara Nacional de Ape­
342_p1011,LibroVol342-1.md,ok,196,39863,pie_genuino,Recurso,propia,0,3,51,0,99,1,99,Recursos de queja interpuestos por Daniel Eladio Juárez y Dominga Josefina Gó­,196,pie_genuino,Recurso,propia,Recursos de queja interpuestos por Daniel Eladio Juárez y Dominga Josefina Gó­
342_p1061,LibroVol342-1.md,ok,1875,43329,recurso_narrativo,Recurso,propia,0,6,558,0,64,8,1816,"recurso extraordinario interpuesto y se revoca la sentencia apelada,",1875,recurso_narrativo,Recurso,propia,"recurso extraordinario interpuesto y se revoca la sentencia apelada,"
342_p1170,LibroVol342-1.md,ok,944,46642,pie_genuino,Recurso,propia,0,10,80,0,49,2,179,"Recursos ordinarios de apelación interpuestos por Compañía Mega S.A., representada",944,pie_genuino,Recurso,propia,"Recursos ordinarios de apelación interpuestos por Compañía Mega S.A., representada"
342_p1203,LibroVol342-1.md,ok,671,47695,recurso_narrativo,Recurso,propia,0,2,95,0,133,9,3024,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­,671,recurso_narrativo,Recurso,propia,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­
342_p1227,LibroVol342-1.md,ok,767,48778,pie_genuino,Recurso,propia,0,10,73,0,47,1,47,Recursos de queja interpuestos por la Defensora Pública Oficial de Menores y por,767,pie_genuino,Recurso,propia,Recursos de queja interpuestos por la Defensora Pública Oficial de Menores y por
342_p1261,LibroVol342-1.md,ok,214,49581,pie_genuino,Recurso,propia,0,6,60,0,56,2,56,Recurso de queja interpuesto por el Centro de Educación Médica e Investigaciones,214,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Centro de Educación Médica e Investigaciones
342_p1362,LibroVol342-2.md,ok,153,2645,pie_genuino,Recurso,propia,0,3,50,0,47,2,156,"Recurso de queja interpuesto por el Banco de la Nación Argentina, representado por",153,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Banco de la Nación Argentina, representado por"
342_p1376,LibroVol342-2.md,ok,723,3702,pie_genuino,Recurso,propia,0,5,35,0,44,1,44,"Recurso de queja interpuesto por el Dr. Javier Augusto De Luca, Fiscal General ante",723,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por el Dr. Javier Augusto De Luca, Fiscal General ante"
342_p1417,LibroVol342-2.md,ok,313,4902,pie_genuino,Parte actora,propia,0,7,72,0,96,1,96,"Parte actora: Amneris Lelia Nordi, patrocinada por los Dres. Adolfo A. Díaz Valdez,",313,pie_genuino,Parte actora,propia,"Parte actora: Amneris Lelia Nordi, patrocinada por los Dres. Adolfo A. Díaz Valdez,"
342_p1429,LibroVol342-2.md,ok,166,5210,pie_genuino,Recurso,propia,0,6,36,0,56,1,56,Recursos de queja interpuestos por Experta ART S.A. y Bridgestone Argentina,166,pie_genuino,Recurso,propia,Recursos de queja interpuestos por Experta ART S.A. y Bridgestone Argentina
342_p1434,LibroVol342-2.md,ok,321,5537,pie_genuino,Recurso,propia,0,7,63,0,56,4,57,"Recurso de queja interpuesto por Luis María Santos, en representación de la actora",321,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Luis María Santos, en representación de la actora"
342_p1484,LibroVol342-2.md,ok,211,7195,pie_genuino,Recurso,propia,0,6,44,0,58,1,58,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y Dere­,211,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Estado Nacional (Ministerio de Justicia y Dere­
342_p1524,LibroVol342-2.md,ok,485,8928,recurso_narrativo,Recurso,propia,0,5,76,0,299,6,1592,"recurso, la postura del Estado Nacional resulta improcedente.",485,recurso_narrativo,Recurso,propia,"recurso, la postura del Estado Nacional resulta improcedente."
342_p1549,LibroVol342-2.md,ok,728,10167,recurso_narrativo,Recurso,propia,0,5,72,0,32,2,88,recurso extraordinario (artículos 14 y 15 de la ley 48) en la medida que,728,recurso_narrativo,Recurso,propia,recurso extraordinario (artículos 14 y 15 de la ley 48) en la medida que
342_p1568,LibroVol342-2.md,ok,465,10649,recurso_narrativo,Recurso,propia,0,2,58,0,12,2,88,recurso extraordinario y se confirma la sentencia apelada. Notifíquese,465,recurso_narrativo,Recurso,propia,recurso extraordinario y se confirma la sentencia apelada. Notifíquese
342_p1591,LibroVol342-2.md,ok,397,11384,recurso_narrativo,Recurso,propia,0,1,143,0,35,4,542,"recursos por la reducción de la alícuota en el IVA para ciertos bienes,",397,recurso_narrativo,Recurso,propia,"recursos por la reducción de la alícuota en el IVA para ciertos bienes,"
342_p1620,LibroVol342-2.md,ok,185,12277,pie_genuino,Recurso,propia,0,4,38,0,44,2,59,"Recurso de queja interpuesto por Miguel Alberto Rueda, Rodrigo Martínez Alcorta y",185,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Miguel Alberto Rueda, Rodrigo Martínez Alcorta y"
342_p1625,LibroVol342-2.md,ok,491,12778,pie_genuino,Recurso,propia,0,4,66,0,65,1,65,"Recurso extraordinario interpuesto por la actora, María Cristina Fernández, repre­",491,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por la actora, María Cristina Fernández, repre­"
342_p1660,LibroVol342-2.md,ok,175,13837,pie_genuino,Recurso,propia,0,6,34,0,58,1,58,"Recurso extraordinario interpuesto por Fernando Dapero, asistido por el Dr. Marcelo",175,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por Fernando Dapero, asistido por el Dr. Marcelo"
342_p1665,LibroVol342-2.md,ok,1189,15032,pie_genuino,Recurso,propia,0,3,393,0,49,14,4334,recurso extraordinario deducido por la demandada y se confirma la,1189,pie_genuino,Recurso,propia,recurso extraordinario deducido por la demandada y se confirma la
342_p1747,LibroVol342-2.md,ok,197,17352,pie_genuino,Recurso,propia,0,3,62,0,116,1,116,"Recursos extraordinarios interpuestos por Camuzzi Gas del Sur S.A., parte actora,",197,pie_genuino,Recurso,propia,"Recursos extraordinarios interpuestos por Camuzzi Gas del Sur S.A., parte actora,"
342_p1777,LibroVol342-2.md,ok,919,19207,recurso_narrativo,Recurso,propia,0,6,217,0,307,14,3779,"recurso extraordinario, que fue concedido por el a quo con sustento",919,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue concedido por el a quo con sustento"
342_p1921,LibroVol342-2.md,ok,679,24691,pie_genuino,Recurso,propia,0,12,93,0,49,1,49,Recurso de queja interpuesto por el Centro de Educación Médica e Investigaciones,679,pie_genuino,Recurso,propia,Recurso de queja interpuesto por el Centro de Educación Médica e Investigaciones
342_p1938,LibroVol342-2.md,ok,1322,26018,pie_genuino,Recurso,propia,0,2,160,0,67,13,3540,"recurso extraordinario deducido por algunos actores, quienes preten­",1322,pie_genuino,Recurso,propia,"recurso extraordinario deducido por algunos actores, quienes preten­"
342_p2079,LibroVol342-2.md,ok,147,30501,pie_genuino,Recurso,propia,0,4,46,0,47,1,47,"Recurso de queja interpuesto por Asociart S.A. Aseguradora de Riesgos del Trabajo,",147,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Asociart S.A. Aseguradora de Riesgos del Trabajo,"
342_p2100,LibroVol342-2.md,ok,229,31410,pie_genuino,Recurso,propia,0,3,45,0,96,1,96,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Públi­,229,pie_genuino,Recurso,propia,Recurso extraordinario interpuesto por la Administración Federal de Ingresos Públi­
342_p2125,LibroVol342-2.md,ok,395,32495,pie_genuino,Recurso,propia,0,6,75,0,52,1,52,"Recurso extraordinario interpuesto por el Fisco Nacional, representado por la",395,pie_genuino,Recurso,propia,"Recurso extraordinario interpuesto por el Fisco Nacional, representado por la"
342_p2136,LibroVol342-2.md,ok,488,32993,recurso_narrativo,Recurso,propia,0,2,110,0,198,3,550,RECURSOS HÍDRICOS entonces dependiente de la ex SECRETA­,488,recurso_narrativo,Recurso,propia,RECURSOS HÍDRICOS entonces dependiente de la ex SECRETA­
342_p2155,LibroVol342-2.md,ok,307,33558,recurso_narrativo,Recurso,propia,0,2,96,0,385,9,2297,"recurso extraordinario local, dejó firme la sentencia de la cámara que,",307,recurso_narrativo,Recurso,propia,"recurso extraordinario local, dejó firme la sentencia de la cámara que,"
342_p2187,LibroVol342-2.md,ok,442,34963,pie_genuino,Recurso,propia,0,8,68,0,42,1,42,"Recurso de queja interpuesto por Google Inc., representado por el Dr. Arnaldo Cisilino.",442,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Google Inc., representado por el Dr. Arnaldo Cisilino."
342_p2198,LibroVol342-2.md,ok,1196,36163,rotulo_pie,Profesionales,propia,0,7,107,0,36,1,36,Profesionales intervinientes: doctores Marcelo R. Santamarina; Diego C. Córdoba;,1196,rotulo_pie,Profesionales,propia,Profesionales intervinientes: doctores Marcelo R. Santamarina; Diego C. Córdoba;
342_p2236,LibroVol342-2.md,ok,290,36698,pie_genuino,Recurso,propia,0,10,70,0,45,1,45,Recurso de queja interpuesto por la Asociación Trabajadores del Estado representa­,290,pie_genuino,Recurso,propia,Recurso de queja interpuesto por la Asociación Trabajadores del Estado representa­
342_p2244,LibroVol342-2.md,ok,228,36930,rotulo_pie,Profesionales,propia,0,7,50,0,284,4,615,"profesionales removidos, al resto de los socios del Círculo, a quienes",228,rotulo_pie,Profesionales,propia,"profesionales removidos, al resto de los socios del Círculo, a quienes"
342_p2256,LibroVol342-2.md,ok,1522,38684,rotulo_pie,Nombre del,propia,0,11,206,0,40,1,40,Nombre del actor: Estado Nacional (Estado Mayor General del Ejército).,1522,rotulo_pie,Nombre del,propia,Nombre del actor: Estado Nacional (Estado Mayor General del Ejército).
342_p2298,LibroVol342-2.md,ok,555,39323,pie_genuino,Recurso,propia,0,7,84,0,51,1,51,"Recurso de queja interpuesto por Pablo Andrés Fleitas, representado por los Dres.",555,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Pablo Andrés Fleitas, representado por los Dres."
342_p2319,LibroVol342-2.md,ok,1000,40557,pie_genuino,Recurso,propia,0,5,122,0,67,1,67,Recursos extraordinarios interpuestos por Lucía Cecilia Rojas asistida por el Dr. Ma­,1000,pie_genuino,Recurso,propia,Recursos extraordinarios interpuestos por Lucía Cecilia Rojas asistida por el Dr. Ma­
