caso_id_canonico,source_file,a0,k0_rel,k0_abs,clase,rama,guard_fuente,n_anclas_pre,n_anclas_post,k_propio_rel,span_pre_apertura,wc_primer_span,n_spans,wc_epilogo_total,primera_linea,k_post_rel,clase_post,rama_post,guard_fuente_post,primera_linea_post
333_p1723,LibroVol333.2.md,ok,143,37520,recurso_narrativo,Recurso,solo_pre_apertura,1,0,126,0,353,3,727,recurso extraordinario (fs. 855/861) cuya denegación dio origen a la,143,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario (fs. 855/861) cuya denegación dio origen a la
333_p1789,LibroVol333.2.md,ok,83,40041,pie_genuino,Recurso,solo_pre_apertura,1,0,320,1,187,9,2050,recurso de casación interpuesto por el entonces defensor particular de,394,recurso_narrativo,Recurso,mixta,recurso de casación y privara al justiciable de la revisión integral del
333_p1891,LibroVol333.3.md,ok,457,750,recurso_narrativo,Recurso,propia,0,1,1,0,42,7,1194,recurso extraordinario con el alcance indicado,457,recurso_narrativo,Recurso,propia,recurso extraordinario con el alcance indicado
333_p1930,LibroVol333.3.md,ok,335,2149,recurso_narrativo,Recurso,propia,0,2,1,0,277,4,1077,recurso de apelación ordinario ante la Corte Suprema de Justicia de la,335,recurso_narrativo,Recurso,propia,recurso de apelación ordinario ante la Corte Suprema de Justicia de la
333_p2079,LibroVol333.3.md,ok,644,8099,recurso_narrativo,Recurso,solo_pre_apertura,4,0,400,0,318,5,710,recurso periodístico del titulado sólo apunta –obviamente– a traslucir,644,recurso_narrativo,Recurso,solo_pre_apertura,recurso periodístico del titulado sólo apunta –obviamente– a traslucir
333_p2271,LibroVol333.3.md,ok,542,15525,rotulo_pie,Profesionales,propia,0,5,1,0,33,6,1203,"profesionales que trabajan para el Fisco Nacional; ello, sin perjuicio,",542,rotulo_pie,Profesionales,propia,"profesionales que trabajan para el Fisco Nacional; ello, sin perjuicio,"
333_p2410,LibroVol333.3.md,ok,286,20860,recurso_narrativo,Recurso,propia,0,7,0,0,95,5,1091,recurso extraordinario cuya denegación motiva la presente queja.,286,recurso_narrativo,Recurso,propia,recurso extraordinario cuya denegación motiva la presente queja.
333_p2445,LibroVol333.3.md,ok,40,21953,recurso_narrativo,Recurso,solo_pre_apertura,2,0,293,1,294,13,4029,"recurso extraordinario, cuyo rechazo da lugar a la presente queja",299,recurso_narrativo,Recurso,solo_pre_apertura,"recurso extraordinario, cuyo rechazo dio lugar a la presente queja (v."
334_p62,LibroVol334.1.md,ok,970,3228,recurso_narrativo,Recurso,propia,0,4,2,0,461,11,4248,"recursos económicos, hicieron que le resultara materialmente imposible",970,recurso_narrativo,Recurso,propia,"recursos económicos, hicieron que le resultara materialmente imposible"
334_p198,LibroVol334.1.md,ok,229,7953,recurso_narrativo,Recurso,propia,0,1,2,0,168,8,2373,"recurso extraordinario que, denegado, dio lugar a la presente queja.",229,recurso_narrativo,Recurso,propia,"recurso extraordinario que, denegado, dio lugar a la presente queja."
334_p490,LibroVol334.1.md,ok,305,19393,recurso_narrativo,Recurso,propia,0,1,1,0,42,5,939,recurso extraordinario y se deja sin efecto la sentencia apelada con el,305,recurso_narrativo,Recurso,propia,recurso extraordinario y se deja sin efecto la sentencia apelada con el
334_p778,LibroVol334.2.md,ok,128,2592,recurso_narrativo,Recurso,propia,0,1,2,0,67,5,931,"recurso extraordinario que, desestimado, motivó la presente queja.",128,recurso_narrativo,Recurso,propia,"recurso extraordinario que, desestimado, motivó la presente queja."
334_p784,LibroVol334.2.md,ok,232,2924,recurso_narrativo,Recurso,solo_pre_apertura,2,0,199,0,349,7,2343,recurso extraordinario que fue concedido por el a quo mediante el auto,232,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario que fue concedido por el a quo mediante el auto
334_p913,LibroVol334.2.md,ok,697,8357,recurso_narrativo,Recurso,propia,0,1,2,0,160,5,1167,"recursos extraordinarios, los que fueron concedidos (fs. 566/567 vta.).",697,recurso_narrativo,Recurso,propia,"recursos extraordinarios, los que fueron concedidos (fs. 566/567 vta.)."
334_p1172,LibroVol334.3.md,ok,122,4395,recurso_narrativo,Recurso,propia,0,6,2,0,154,9,2593,recurso ordinario que fue concedido por este Tribunal y debidamente,122,recurso_narrativo,Recurso,propia,recurso ordinario que fue concedido por este Tribunal y debidamente
334_p1302,LibroVol334.3.md,ok,504,10004,recurso_narrativo,Recurso,propia,0,6,2,0,54,15,5164,recursos ordinarios de apelación que fueron concedidos.,504,recurso_narrativo,Recurso,propia,recursos ordinarios de apelación que fueron concedidos.
334_p1346,LibroVol334.3.md,ok,252,11542,rotulo_pie,Profesionales,solo_pre_apertura,2,0,208,0,12,6,1526,Profesionales de la Ingeniería Civil y por la Caja de Previsión Social,252,rotulo_pie,Profesionales,solo_pre_apertura,Profesionales de la Ingeniería Civil y por la Caja de Previsión Social
334_p1412,LibroVol334.3.md,ok,384,14330,recurso_narrativo,Recurso,propia,0,2,2,0,317,6,1718,recurso de revisión –por grave irregularidad– y de reconsideración (ex-,384,recurso_narrativo,Recurso,propia,recurso de revisión –por grave irregularidad– y de reconsideración (ex-
334_p1504,LibroVol334.3.md,ok,225,17740,recurso_narrativo,Recurso,propia,0,9,2,0,37,7,1696,"recursos ante la jurisdicción interna). Ante tales instancias, el señor",225,recurso_narrativo,Recurso,propia,"recursos ante la jurisdicción interna). Ante tales instancias, el señor"
334_p1754,LibroVol334.3.md,ok,451,27897,recurso_narrativo,Recurso,propia,0,2,43,0,231,5,1223,recurso extraordinario previsto en el artículo 14 de la ley 48 (Fallos:,451,recurso_narrativo,Recurso,propia,recurso extraordinario previsto en el artículo 14 de la ley 48 (Fallos:
334_p1768,LibroVol334.3.md,ok,672,28716,pie_genuino,Recurso,propia,0,1,2,0,100,7,2233,"recursos extraordinarios locales deducidos por los demandados, casó",672,pie_genuino,Recurso,propia,"recursos extraordinarios locales deducidos por los demandados, casó"
337_p47,LibroVol337.1.md,ok,151,1808,recurso_narrativo,Recurso,solo_pre_apertura,1,0,61,0,11,6,1140,"recurso extraordinario federal (fs. 746/765 vta.), que fue concedido por",151,recurso_narrativo,Recurso,solo_pre_apertura,"recurso extraordinario federal (fs. 746/765 vta.), que fue concedido por"
337_p179,LibroVol337.1.md,ok,264,7188,recurso_narrativo,Recurso,propia,0,1,17,0,381,5,1003,recurso federal cuando la sentencia impugnada traduce un exceso en,264,recurso_narrativo,Recurso,propia,recurso federal cuando la sentencia impugnada traduce un exceso en
337_p222,LibroVol337.1.md,ok,351,8961,recurso_narrativo,Recurso,propia,0,1,19,0,327,4,1284,recurso debe ser descalificado como acto jurisdiccional válido al tener,351,recurso_narrativo,Recurso,propia,recurso debe ser descalificado como acto jurisdiccional válido al tener
337_p518,LibroVol337.1.md,ok,376,20793,recurso_narrativo,Recurso,mixta,1,1,21,0,332,3,849,recursos de la seguridad social definidos en el artículo 3° del decreto,376,recurso_narrativo,Recurso,mixta,recursos de la seguridad social definidos en el artículo 3° del decreto
337_p548,LibroVol337.1.md,ok,181,21788,recurso_narrativo,Recurso,solo_pre_apertura,1,0,39,0,132,7,1474,recurso (fs. 577).,181,recurso_narrativo,Recurso,solo_pre_apertura,recurso (fs. 577).
337_p590,LibroVol337.1.md,ok,657,23893,recurso_narrativo,Recurso,propia,0,2,81,0,269,3,667,recurso sólo traduce sus subjetivas discrepancias con el examen de,657,recurso_narrativo,Recurso,propia,recurso sólo traduce sus subjetivas discrepancias con el examen de
337_p850,LibroVol337.1.md,ok,311,33885,pie_genuino,Recurso,propia,0,3,47,0,54,3,511,Recurso ordinario interpuesto por el Estado Nacional — Ministerio de Economía y,311,pie_genuino,Recurso,propia,Recurso ordinario interpuesto por el Estado Nacional — Ministerio de Economía y
337_p901,LibroVol337.2.md,ok,227,404,recurso_narrativo,Recurso,mixta,1,1,26,0,130,11,2778,recurso extraordinario no abarca la revisión del procedimiento y que,227,recurso_narrativo,Recurso,mixta,recurso extraordinario no abarca la revisión del procedimiento y que
337_p966,LibroVol337.2.md,ok,746,3565,recurso_narrativo,Recurso,mixta,1,6,38,0,193,10,2651,recurso extraordinario –contestado a fs. 421/431 y concedido a fs. 434–.,746,recurso_narrativo,Recurso,mixta,recurso extraordinario –contestado a fs. 421/431 y concedido a fs. 434–.
337_p1174,LibroVol337.2.md,ok,161,11252,recurso_narrativo,Recurso,solo_pre_apertura,2,0,536,1,319,11,3576,recurso de queja.,1715,pie_genuino,Recurso,mixta,"Recursos extraordinarios interpuestos por María Belén Rodríguez, patrocinada por"
337_p1277,LibroVol337.2.md,ok,388,15524,recurso_narrativo,Recurso,propia,0,2,11,0,246,4,891,"recurso extraordinario, que fue concedido, en el que se agravia de la",388,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue concedido, en el que se agravia de la"
337_p1289,LibroVol337.2.md,ok,435,16061,recurso_narrativo,Recurso,propia,0,1,36,0,217,7,1980,recurso extraordinario. Señaló la arbitrariedad en la que incurrió el,435,recurso_narrativo,Recurso,propia,recurso extraordinario. Señaló la arbitrariedad en la que incurrió el
337_p1337,LibroVol337.2.md,ok,207,17809,recurso_narrativo,Recurso,solo_pre_apertura,1,0,152,0,200,4,865,"recurso extraordinario federal a fs. 217/229 vta., que fue concedido en",207,recurso_narrativo,Recurso,solo_pre_apertura,"recurso extraordinario federal a fs. 217/229 vta., que fue concedido en"
337_p1393,LibroVol337.2.md,ok,193,19986,pie_genuino,Recurso,propia,0,1,50,0,148,7,1821,"recurso de apelación deducido por la demandada, confirmó la senten-",193,pie_genuino,Recurso,propia,"recurso de apelación deducido por la demandada, confirmó la senten-"
337_p1451,LibroVol337.2.md,ok,20,22046,recurso_narrativo,Recurso,solo_pre_apertura,1,0,21,1,68,7,2126,"recurso extraordinario de fs. 116/133, y revocar la sentencia apelada.",31,sin_match,,solo_pre_apertura,dejó sin efecto seis resoluciones dictadas por la Aduana de Santa Fe
338_p123,LibroVol338.1.md,ok,209,4825,recurso_narrativo,Recurso,propia,0,2,20,0,199,4,716,"recurso extraordinario de fs. 164/170, que fue concedido a fs. 174/174",209,recurso_narrativo,Recurso,propia,"recurso extraordinario de fs. 164/170, que fue concedido a fs. 174/174"
338_p249,LibroVol338.1.md,ok,530,10087,recurso_narrativo,Recurso,solo_pre_apertura,3,0,159,0,291,9,3071,recurso extraordinario.,530,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario.
338_p435,LibroVol338.1.md,ok,368,17145,recurso_narrativo,Recurso,propia,0,4,128,0,50,8,2209,"recurso, resulta que —contrariamente a lo alegado por la recurren­",368,recurso_narrativo,Recurso,propia,"recurso, resulta que —contrariamente a lo alegado por la recurren­"
338_p556,LibroVol338.1.md,ok,896,22340,recurso_narrativo,Recurso,propia,0,2,151,0,71,21,7098,"recursos extraordinarios (fs. 1010/1030 y 1032/1063, respectivamente),",896,recurso_narrativo,Recurso,propia,"recursos extraordinarios (fs. 1010/1030 y 1032/1063, respectivamente),"
338_p628,LibroVol338.1.md,ok,279,24565,recurso_narrativo,Recurso,propia,0,2,46,0,245,17,5402,recursos necesarios para imprimir una boleta por elector registrado,279,recurso_narrativo,Recurso,propia,recursos necesarios para imprimir una boleta por elector registrado
338_p993,LibroVol338.2.md,ok,487,12242,rotulo_pie,Profesionales,propia,0,2,16,0,112,5,1292,profesionales de los títulos de veterinario y médico veterinario” que,487,rotulo_pie,Profesionales,propia,profesionales de los títulos de veterinario y médico veterinario” que
338_p1356,LibroVol338.2.md,ok,298,26231,recurso_narrativo,Recurso,propia,0,1,126,0,268,22,7650,recursos de la Provincia de Santa Fe.,298,recurso_narrativo,Recurso,propia,recursos de la Provincia de Santa Fe.
338_p1389,LibroVol338.2.md,ok,4,27219,pie_genuino,Parte demandada,solo_pre_apertura,1,0,116,1,173,27,8367,"Parte demandada: Estado Nacional - Ministerio de Economía y Finanzas Públicas, re­",782,recurso_narrativo,Recurso,mixta,recursos coparticipables.
338_p1524,LibroVol338.2.md,ok,224,32724,recurso_narrativo,Recurso,propia,0,3,64,0,420,5,1577,recurso de inaplicabilidad de ley deducido respecto de la sentencia de,224,recurso_narrativo,Recurso,propia,recurso de inaplicabilidad de ley deducido respecto de la sentencia de
339_p94,LibroVol339.1.md,ok,373,3639,recurso_narrativo,Recurso,propia,0,1,74,0,228,6,1883,"recurso ordinario de apelación (fs. 240/248 vta.) que, concedido (fs.",373,recurso_narrativo,Recurso,propia,"recurso ordinario de apelación (fs. 240/248 vta.) que, concedido (fs."
339_p201,LibroVol339.1.md,ok,444,7758,recurso_narrativo,Recurso,mixta,1,1,72,0,316,5,1282,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­,444,recurso_narrativo,Recurso,mixta,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­
339_p307,LibroVol339.1.md,ok,71,11407,recurso_narrativo,Recurso,solo_pre_apertura,1,0,172,1,229,5,1109,recurso extraordinario federal (fs. 5/11) que fue declarado inadmisible,285,pie_genuino,Recurso,mixta,"Recurso extraordinario interpuesto por Raúl Omar Pleé, Fiscal General a cargo de la"
339_p444,LibroVol339.1.md,ok,153,16659,recurso_narrativo,Recurso,propia,0,1,37,0,438,6,1982,recurso extraordinario de fs. 6452/6466 deducido contra la decisión de,153,recurso_narrativo,Recurso,propia,recurso extraordinario de fs. 6452/6466 deducido contra la decisión de
339_p542,LibroVol339.1.md,ok,229,20387,recurso_narrativo,Recurso,propia,0,1,35,0,48,4,847,"recurso de casación”, sentencia del 27 de agosto de 2013, entre muchos",229,recurso_narrativo,Recurso,propia,"recurso de casación”, sentencia del 27 de agosto de 2013, entre muchos"
339_p662,LibroVol339.1.md,ok,276,25030,recurso_narrativo,Recurso,propia,0,1,41,0,314,3,985,recurso extraordinario federal por medio del cual cuestiona la inte­,276,recurso_narrativo,Recurso,propia,recurso extraordinario federal por medio del cual cuestiona la inte­
339_p760,LibroVol339.1.md,ok,352,28797,recurso_narrativo,Recurso,solo_pre_apertura,1,0,277,0,312,13,4578,recurso extraordinario (fs. 404/417) cuya denegación dio origen a la,352,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario (fs. 404/417) cuya denegación dio origen a la
339_p1077,LibroVol339.2.md,ok,1673,6460,recurso_narrativo,Recurso,propia,0,4,272,0,403,8,2378,recursos materiales y humanos o en el dictado de sentencias contra­,1673,recurso_narrativo,Recurso,propia,recursos materiales y humanos o en el dictado de sentencias contra­
339_p1423,LibroVol339.2.md,ok,407,18414,recurso_narrativo,Recurso,propia,0,3,30,0,371,4,1063,recurso federal cuando lo resuelto causa un agravio de difícil o impo­,407,recurso_narrativo,Recurso,propia,recurso federal cuando lo resuelto causa un agravio de difícil o impo­
339_p1478,LibroVol339.2.md,ok,134,20255,recurso_narrativo,Recurso,propia,0,1,40,0,132,4,687,"recurso extraordinario que, denegado, dio origen a la presente queja.",134,recurso_narrativo,Recurso,propia,"recurso extraordinario que, denegado, dio origen a la presente queja."
339_p1534,LibroVol339.2.md,ok,491,22754,recurso_narrativo,Recurso,solo_pre_apertura,1,0,421,0,115,13,4031,recurso de queja).,491,recurso_narrativo,Recurso,solo_pre_apertura,recurso de queja).
340_p188,LibroVol340.1.md,ok,301,7059,recurso_narrativo,Recurso,propia,0,2,0,0,3,9,3142,recurso de casación.,301,recurso_narrativo,Recurso,propia,recurso de casación.
340_p251,LibroVol340.1.md,ok,132,9288,recurso_narrativo,Recurso,propia,0,4,1,0,319,3,637,recurso ordinario de apelación (Fallos: 303:1311; 311:2063; 312:745;,132,recurso_narrativo,Recurso,propia,recurso ordinario de apelación (Fallos: 303:1311; 311:2063; 312:745;
340_p257,LibroVol340.1.md,ok,392,9754,pie_genuino,Recurso,solo_pre_apertura,25,0,331,0,282,36,12232,recurso de apelación deducido por el Estado Nacional y confirmó la,392,pie_genuino,Recurso,solo_pre_apertura,recurso de apelación deducido por el Estado Nacional y confirmó la
340_p745,LibroVol340.1.md,ok,232,28220,recurso_narrativo,Recurso,solo_pre_apertura,1,0,51,0,258,7,1754,recursos por los cuales se acciona redundarán en la concreción de los,232,recurso_narrativo,Recurso,solo_pre_apertura,recursos por los cuales se acciona redundarán en la concreción de los
340_p914,LibroVol340.1.md,ok,448,34553,recurso_narrativo,Recurso,solo_pre_apertura,1,0,135,0,84,20,6793,"recurso de casación, y ha declarado la validez de los comicios en",448,recurso_narrativo,Recurso,solo_pre_apertura,"recurso de casación, y ha declarado la validez de los comicios en"
340_p1025,LibroVol340_2.md,ok,189,2057,rotulo_pie,Profesionales,propia,0,2,23,0,305,5,1223,"Profesionales de Parque Nacional Iguazú c/ Misiones, Provincia de y",189,rotulo_pie,Profesionales,propia,"Profesionales de Parque Nacional Iguazú c/ Misiones, Provincia de y"
340_p1644,LibroVol340_2.md,ok,495,26171,recurso_narrativo,Recurso,propia,0,8,16,0,95,6,814,"recurso extraordinario (fs. 230/245) que, tras ser contestado por el",495,recurso_narrativo,Recurso,propia,"recurso extraordinario (fs. 230/245) que, tras ser contestado por el"
340_p1695,LibroVol340_2.md,ok,746,28241,recurso_narrativo,Recurso,solo_pre_apertura,6,0,253,0,249,26,8453,"recursos (inestabilidad, baja predictibilidad y seguridad), modificación",746,recurso_narrativo,Recurso,solo_pre_apertura,"recursos (inestabilidad, baja predictibilidad y seguridad), modificación"
340_p1756,LibroVol340_2.md,ok,429,30346,recurso_narrativo,Recurso,mixta,3,4,93,0,375,4,1320,recurso extraordinario.,429,recurso_narrativo,Recurso,mixta,recurso extraordinario.
340_p1795,LibroVol340_2.md,ok,1731,33212,rotulo_pie,Parte actora,mixta,15,3,432,0,380,25,8633,parte actora referido a que la obligación impuesta a los padres por,1731,rotulo_pie,Parte actora,mixta,parte actora referido a que la obligación impuesta a los padres por
340_p1884,LibroVol340_2.md,ok,479,35546,recurso_narrativo,Recurso,propia,0,4,1,0,156,11,3600,"recurso extraordinario, que fue concedido a fs. 256. Se agravia allí por",479,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue concedido a fs. 256. Se agravia allí por"
340_p2001,LibroVol340_2.md,ok,520,40041,recurso_narrativo,Recurso,propia,0,1,22,0,151,4,1047,recursos incoados por la parte al mismo tiempo que se reconoció que,520,recurso_narrativo,Recurso,propia,recursos incoados por la parte al mismo tiempo que se reconoció que
341_p54,LibroVol341.1.md,ok,585,2507,recurso_narrativo,Recurso,propia,0,1,0,0,157,4,682,"recurso extraordinario, puesto que con relación al derecho del magis­",585,recurso_narrativo,Recurso,propia,"recurso extraordinario, puesto que con relación al derecho del magis­"
341_p84,LibroVol341.1.md,ok,210,3277,recurso_narrativo,Recurso,solo_pre_apertura,2,0,52,0,229,5,1170,recurso extraordinario (fs. 267/279) cuya denegación dio origen a la,210,recurso_narrativo,Recurso,solo_pre_apertura,recurso extraordinario (fs. 267/279) cuya denegación dio origen a la
341_p129,LibroVol341.1.md,ok,569,5381,pie_genuino,Recurso,propia,0,2,27,0,90,6,1423,recurso de casación interpuesto por la defensa de Raúl Rolando Ro­,569,pie_genuino,Recurso,propia,recurso de casación interpuesto por la defensa de Raúl Rolando Ro­
341_p274,LibroVol341.1.md,ok,393,10691,recurso_narrativo,Recurso,propia,0,1,43,0,373,5,1083,"recurso extraordinario de fs. 170/181, que fue contestado a fs. 184/187 y",393,recurso_narrativo,Recurso,propia,"recurso extraordinario de fs. 170/181, que fue contestado a fs. 184/187 y"
341_p336,LibroVol341.1.md,ok,3062,15633,recurso_narrativo,Recurso,propia,0,14,97,0,176,4,719,recurso incoado por la parte querellante por considerar que el cuadro,3062,recurso_narrativo,Recurso,propia,recurso incoado por la parte querellante por considerar que el cuadro
341_p427,LibroVol341.1.md,ok,539,16856,rotulo_pie,Profesionales,solo_pre_apertura,9,0,290,0,334,13,3770,profesionales que ya se desempeñan en el Hospital Alemán y a través,539,rotulo_pie,Profesionales,solo_pre_apertura,profesionales que ya se desempeñan en el Hospital Alemán y a través
341_p536,LibroVol341.1.md,ok,179,20610,recurso_narrativo,Recurso,propia,0,1,44,0,424,6,1722,"recurso interpuesto, esta Corte declaró su incompetencia para enten­",179,recurso_narrativo,Recurso,propia,"recurso interpuesto, esta Corte declaró su incompetencia para enten­"
341_p745,LibroVol341.1.md,ok,476,28555,recurso_narrativo,Recurso,propia,0,1,51,0,157,8,1883,recurso extraordinario que fue concedido por existir cuestión federal,476,recurso_narrativo,Recurso,propia,recurso extraordinario que fue concedido por existir cuestión federal
341_p774,LibroVol341.1.md,ok,454,29675,recurso_narrativo,Recurso,propia,0,2,78,0,24,14,3566,"recurso extraordinario federal (fs. 1009/1029), que fue concedido “en",454,recurso_narrativo,Recurso,propia,"recurso extraordinario federal (fs. 1009/1029), que fue concedido “en"
341_p898,LibroVol341.2.md,ok,225,1557,recurso_narrativo,Recurso,propia,0,1,48,0,197,8,2588,"recurso y a la tutela judicial efectiva. En efecto, según entiende el",225,recurso_narrativo,Recurso,propia,"recurso y a la tutela judicial efectiva. En efecto, según entiende el"
341_p929,LibroVol341.2.md,ok,236,2724,recurso_narrativo,Recurso,propia,0,2,26,0,349,5,1320,"recurso extraordinario de fs. 259/272, que fue parcialmente concedido",236,recurso_narrativo,Recurso,propia,"recurso extraordinario de fs. 259/272, que fue parcialmente concedido"
341_p971,LibroVol341.2.md,ok,801,4906,recurso_narrativo,Recurso,propia,0,1,73,0,397,22,7661,recurso de apelación ordinario (fs. 912) que fue concedido a fs. 911 y,801,recurso_narrativo,Recurso,propia,recurso de apelación ordinario (fs. 912) que fue concedido a fs. 911 y
341_p1148,LibroVol341.2.md,ok,468,11482,pie_genuino,Recurso,propia,0,3,101,0,104,12,3042,recurso de alzada interpuesto por la provincia contra la resolución 27,468,pie_genuino,Recurso,propia,recurso de alzada interpuesto por la provincia contra la resolución 27
341_p1298,LibroVol341.2.md,ok,181,16914,recurso_narrativo,Recurso,propia,0,5,27,0,325,6,1113,recurso de la recurrente depende de si la actividad regulada por la,181,recurso_narrativo,Recurso,propia,recurso de la recurrente depende de si la actividad regulada por la
341_p1378,LibroVol341.2.md,ok,358,20175,recurso_narrativo,Recurso,propia,0,3,18,0,358,4,1227,recurso de apelación ordinario en materia de extradición en atención,358,recurso_narrativo,Recurso,propia,recurso de apelación ordinario en materia de extradición en atención
341_p1485,LibroVol341.2.md,ok,437,24308,recurso_narrativo,Recurso,propia,0,5,65,0,200,8,2406,recurso de nulidad. Destacó que aquellos aspectos habían sido some­,437,recurso_narrativo,Recurso,propia,recurso de nulidad. Destacó que aquellos aspectos habían sido some­
341_p1511,LibroVol341.2.md,ok,1153,26042,recurso_narrativo,Recurso,mixta,3,5,728,0,151,7,2520,"recurso extraordinario concedido en la Corte Suprema, el juez resol­",1153,recurso_narrativo,Recurso,mixta,"recurso extraordinario concedido en la Corte Suprema, el juez resol­"
341_p1679,LibroVol341.2.md,ok,976,32431,recurso_narrativo,Recurso,propia,0,6,37,0,163,3,522,Recursos ordinarios interpuestos y fundados por:,976,recurso_narrativo,Recurso,propia,Recursos ordinarios interpuestos y fundados por:
341_p1854,LibroVol341.2.md,ok,383,38816,rotulo_pie,Profesionales,propia,0,10,87,0,44,6,1652,profesionales de la salud que han intervenido en la operación de la,383,rotulo_pie,Profesionales,propia,profesionales de la salud que han intervenido en la operación de la
342_p287,LibroVol342-1.md,ok,1372,12665,recurso_narrativo,Recurso,propia,0,8,268,0,276,13,4979,"recurso de apelación por ante el Tribunal Superior de la provincia, el",1372,recurso_narrativo,Recurso,propia,"recurso de apelación por ante el Tribunal Superior de la provincia, el"
342_p459,LibroVol342-1.md,ok,1346,19561,recurso_narrativo,Recurso,propia,0,8,208,0,336,13,4841,recursos extraordinarios (fs. 652/656 y 660/664).,1346,recurso_narrativo,Recurso,propia,recursos extraordinarios (fs. 652/656 y 660/664).
342_p761,LibroVol342-1.md,ok,1220,31107,recurso_narrativo,Recurso,propia,0,13,117,0,2,10,2895,recurso extraordinario.,1220,recurso_narrativo,Recurso,propia,recurso extraordinario.
342_p917,LibroVol342-1.md,ok,866,36819,recurso_narrativo,Recurso,propia,0,3,253,0,412,10,3191,recurso estratégico del agua (artículo 1°)- la hipotética controversia,866,recurso_narrativo,Recurso,propia,recurso estratégico del agua (artículo 1°)- la hipotética controversia
342_p1061,LibroVol342-1.md,ok,1875,43329,recurso_narrativo,Recurso,propia,0,6,558,0,64,8,1816,"recurso extraordinario interpuesto y se revoca la sentencia apelada,",1875,recurso_narrativo,Recurso,propia,"recurso extraordinario interpuesto y se revoca la sentencia apelada,"
342_p1203,LibroVol342-1.md,ok,671,47695,recurso_narrativo,Recurso,propia,0,2,95,0,133,9,3024,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­,671,recurso_narrativo,Recurso,propia,recurso federal cuando lo resuelto causa un agravio de difícil o imposi­
342_p1524,LibroVol342-2.md,ok,485,8928,recurso_narrativo,Recurso,propia,0,5,76,0,299,6,1592,"recurso, la postura del Estado Nacional resulta improcedente.",485,recurso_narrativo,Recurso,propia,"recurso, la postura del Estado Nacional resulta improcedente."
342_p1591,LibroVol342-2.md,ok,397,11384,recurso_narrativo,Recurso,propia,0,1,143,0,35,4,542,"recursos por la reducción de la alícuota en el IVA para ciertos bienes,",397,recurso_narrativo,Recurso,propia,"recursos por la reducción de la alícuota en el IVA para ciertos bienes,"
342_p1665,LibroVol342-2.md,ok,1189,15032,pie_genuino,Recurso,propia,0,3,393,0,49,14,4334,recurso extraordinario deducido por la demandada y se confirma la,1189,pie_genuino,Recurso,propia,recurso extraordinario deducido por la demandada y se confirma la
342_p1777,LibroVol342-2.md,ok,919,19207,recurso_narrativo,Recurso,propia,0,6,217,0,307,14,3779,"recurso extraordinario, que fue concedido por el a quo con sustento",919,recurso_narrativo,Recurso,propia,"recurso extraordinario, que fue concedido por el a quo con sustento"
342_p1938,LibroVol342-2.md,ok,1322,26018,pie_genuino,Recurso,propia,0,2,160,0,67,13,3540,"recurso extraordinario deducido por algunos actores, quienes preten­",1322,pie_genuino,Recurso,propia,"recurso extraordinario deducido por algunos actores, quienes preten­"
342_p2115,LibroVol342-2.md,ok,241,32002,recurso_narrativo,Recurso,propia,0,5,35,0,156,6,675,"recurso extraordinario, dicha decisión está firme y consentida y no",241,recurso_narrativo,Recurso,propia,"recurso extraordinario, dicha decisión está firme y consentida y no"
342_p2136,LibroVol342-2.md,ok,488,32993,recurso_narrativo,Recurso,propia,0,2,110,0,198,3,550,RECURSOS HÍDRICOS entonces dependiente de la ex SECRETA­,488,recurso_narrativo,Recurso,propia,RECURSOS HÍDRICOS entonces dependiente de la ex SECRETA­
342_p2155,LibroVol342-2.md,ok,307,33558,recurso_narrativo,Recurso,propia,0,2,96,0,385,9,2297,"recurso extraordinario local, dejó firme la sentencia de la cámara que,",307,recurso_narrativo,Recurso,propia,"recurso extraordinario local, dejó firme la sentencia de la cámara que,"
342_p2244,LibroVol342-2.md,ok,228,36930,rotulo_pie,Profesionales,propia,0,7,50,0,284,4,615,"profesionales removidos, al resto de los socios del Círculo, a quienes",228,rotulo_pie,Profesionales,propia,"profesionales removidos, al resto de los socios del Círculo, a quienes"
342_p2399,LibroVol342-2.md,ok,194,42922,pie_genuino,Recurso,propia,0,6,41,0,64,5,1023,"Recurso de queja interpuesto por Andrea V. Etcheverry, en representación del Mi­",194,pie_genuino,Recurso,propia,"Recurso de queja interpuesto por Andrea V. Etcheverry, en representación del Mi­"
343_p319,LibroVol343-1.md,ok,355,12445,recurso_narrativo,Recurso,propia,0,1,90,0,372,6,2371,recurso de apelación y confirmó lo decidido por el juez de la causa.,355,recurso_narrativo,Recurso,propia,recurso de apelación y confirmó lo decidido por el juez de la causa.
