caso_id_canonico,via,disposicion,parte_ganadora,reenvia,needs_alignment
331_p147,queja,revoca,recurrente_gana,False,False
331_p162,queja,deja_sin_efecto,recurrente_gana,True,False
331_p183,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p232,recurso_concedido,confirma,recurrente_pierde,False,False
331_p238,recurso_concedido,confirma,recurrente_pierde,False,False
331_p240,recurso_concedido,revoca,recurrente_gana,False,False
331_p241,recurso_concedido,nulidad,recurrente_gana,True,False
331_p250,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p262,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p287,queja,por_ello_cortado,no_aplica,False,False
331_p293,queja,deja_sin_efecto,recurrente_gana,True,False
331_p299,queja,revoca,recurrente_gana,True,False
331_p310,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p337,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p371,recurso_concedido,revoca,recurrente_gana,False,False
331_p373,queja,deja_sin_efecto,recurrente_gana,True,False
331_p379,queja,deja_sin_efecto,recurrente_gana,False,False
331_p400,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p415,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p423,queja,deja_sin_efecto,recurrente_gana,False,False
331_p430,recurso_concedido,revoca,recurrente_gana,False,False
331_p432,recurso_concedido,revoca,recurrente_gana,False,False
331_p446,recurso_concedido,confirma,recurrente_pierde,False,False
331_p453,recurso_concedido,confirma,recurrente_pierde,False,False
331_p462,recurso_concedido,revoca,recurrente_gana,False,False
331_p466,queja,deja_sin_efecto,recurrente_gana,True,False
331_p472,queja,deja_sin_efecto,recurrente_gana,True,False
331_p477,queja,por_ello_cortado,no_aplica,False,False
331_p488,queja,deja_sin_efecto,recurrente_gana,True,False
331_p496,queja,deja_sin_efecto,recurrente_gana,True,False
331_p499,queja,deja_sin_efecto,recurrente_gana,True,False
331_p505,recurso_concedido,confirma,recurrente_pierde,False,False
331_p519,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p536,queja,confirma,recurrente_pierde,False,False
331_p549,recurso_concedido,confirma,recurrente_pierde,False,False
331_p570,queja,deja_sin_efecto,recurrente_gana,True,False
331_p583,queja,deja_sin_efecto,recurrente_gana,True,False
331_p592,queja,deja_sin_efecto,recurrente_gana,True,False
331_p600,queja,deja_sin_efecto,recurrente_gana,True,False
331_p608,recurso_concedido,confirma,recurrente_pierde,False,False
331_p632,queja,revoca,recurrente_gana,True,False
331_p718,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p735,queja,revoca,recurrente_gana,True,False
331_p765,queja,deja_sin_efecto,recurrente_gana,True,False
331_p776,queja,deja_sin_efecto,recurrente_gana,False,False
331_p781,queja,revoca,recurrente_gana,False,False
331_p804,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p819,queja,deja_sin_efecto,recurrente_gana,False,False
331_p831,queja,deja_sin_efecto,recurrente_gana,False,False
331_p843,queja,revoca,recurrente_gana,False,False
331_p858,queja,deja_sin_efecto,recurrente_gana,True,False
331_p866,recurso_concedido,revoca,recurrente_gana,False,False
331_p881,recurso_concedido,confirma,recurrente_pierde,False,False
331_p901,recurso_concedido,confirma,recurrente_pierde,True,False
331_p916,recurso_concedido,confirma,recurrente_pierde,False,False
331_p923,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p926,queja,revoca,recurrente_gana,False,False
331_p933,queja,deja_sin_efecto,recurrente_gana,False,False
331_p941,queja,deja_sin_efecto,recurrente_gana,True,False
331_p964,queja,deja_sin_efecto,recurrente_gana,False,False
331_p973,queja,revoca,recurrente_gana,True,False
331_p989,queja,no_revision_competencia,no_aplica,False,False
331_p1007,recurso_concedido,revoca,recurrente_gana,False,False
331_p1013,recurso_concedido,revoca,recurrente_gana,False,False
331_p1024,queja,revoca,recurrente_gana,False,False
331_p1040,recurso_concedido,revoca,recurrente_gana,False,False
331_p1090,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1105,queja,revoca,recurrente_gana,False,False
331_p1116,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1120,recurso_concedido,revoca,recurrente_gana,False,False
331_p1123,recurso_concedido,revoca,recurrente_gana,False,False
331_p1171,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1178,queja,deja_sin_efecto,recurrente_gana,False,False
331_p1186,queja,revoca,recurrente_gana,True,False
331_p1212,recurso_concedido,revoca,recurrente_gana,False,False
331_p1215,queja,revoca,recurrente_gana,False,False
331_p1234,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p1255,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1262,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p1329,recurso_concedido,revoca,recurrente_gana,False,True
331_p1352,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1369,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p1382,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1387,queja,deja_sin_efecto,recurrente_gana,False,False
331_p1399,recurso_concedido,revoca,recurrente_gana,False,False
331_p1403,recurso_concedido,revoca,recurrente_gana,False,False
331_p1412,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p1434,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1449,recurso_concedido,revoca,recurrente_gana,True,False
331_p1468,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1478,recurso_concedido,revoca,recurrente_gana,False,False
331_p1481,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p1488,queja,revoca,recurrente_gana,True,False
331_p1496,recurso_concedido,revoca,recurrente_gana,False,False
331_p1502,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1510,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1519,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1528,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1530,queja,revoca,recurrente_gana,False,False
331_p1581,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
331_p1596,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1605,queja,deja_sin_efecto,recurrente_gana,False,False
331_p1620,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1646,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p1651,recurso_concedido,revoca,recurrente_gana,False,False
331_p1658,recurso_concedido,revoca,recurrente_gana,False,False
331_p1660,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1664,queja,deja_sin_efecto,recurrente_gana,False,False
331_p1690,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
331_p1701,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p1712,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1715,queja,revoca,recurrente_gana,False,True
331_p1730,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1744,queja,revoca,recurrente_gana,False,False
331_p1755,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1765,recurso_concedido,revoca,recurrente_gana,False,False
331_p1771,recurso_concedido,confirma,recurrente_pierde,False,False
331_p1784,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1846,recurso_concedido,revoca,recurrente_gana,False,False
331_p1865,queja,deja_sin_efecto,recurrente_gana,True,False
331_p1873,recurso_concedido,revoca,recurrente_gana,False,False
331_p1906,recurso_concedido,nulidad,recurrente_gana,True,False
331_p1917,recurso_concedido,confirma,recurrente_pierde,True,False
331_p1942,recurso_concedido,revoca,recurrente_gana,False,False
331_p1987,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2002,recurso_concedido,revoca,recurrente_gana,False,False
331_p2006,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2047,queja,revoca,recurrente_gana,False,False
331_p2068,queja,revoca,recurrente_gana,False,False
331_p2077,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2088,recurso_concedido,revoca,recurrente_gana,False,False
331_p2094,recurso_concedido,revoca,recurrente_gana,False,False
331_p2104,recurso_concedido,revoca,recurrente_gana,True,False
331_p2109,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2119,queja,revoca,recurrente_gana,True,False
331_p2129,queja,deja_sin_efecto,recurrente_gana,False,False
331_p2135,queja,revoca,recurrente_gana,False,False
331_p2163,recurso_concedido,revoca,recurrente_gana,False,False
331_p2166,recurso_concedido,revoca,recurrente_gana,False,False
331_p2169,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2174,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2178,recurso_concedido,no_revision_demanda,no_aplica,False,False
331_p2195,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2217,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2231,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2240,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2246,recurso_concedido,revoca,recurrente_gana,False,False
331_p2249,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2257,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2266,recurso_concedido,revoca,recurrente_gana,False,False
331_p2271,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2280,recurso_concedido,nulidad,recurrente_gana,False,False
331_p2285,queja,deja_sin_efecto,recurrente_gana,False,False
331_p2293,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2298,recurso_concedido,revoca,recurrente_gana,False,False
331_p2302,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
331_p2305,recurso_concedido,revoca,recurrente_gana,False,False
331_p2316,recurso_concedido,revoca,recurrente_gana,False,False
331_p2319,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2325,recurso_concedido,revoca,recurrente_gana,False,False
331_p2331,queja,nulidad,recurrente_gana,False,False
331_p2336,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2343,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2353,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2359,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2363,recurso_concedido,revoca,recurrente_gana,False,False
331_p2366,queja,revoca,recurrente_gana,False,False
331_p2382,recurso_concedido,revoca,recurrente_gana,False,False
331_p2406,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2449,recurso_concedido,revoca,recurrente_gana,False,False
331_p2453,recurso_concedido,revoca,recurrente_gana,False,False
331_p2466,queja,revoca,recurrente_gana,False,False
331_p2473,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2480,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2485,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2491,recurso_concedido,revoca,recurrente_gana,False,False
331_p2494,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2499,queja,revoca,recurrente_gana,True,False
331_p2520,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2538,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2550,recurso_concedido,revoca,recurrente_gana,False,False
331_p2562,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2573,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2578,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2583,recurso_concedido,nulidad,recurrente_gana,True,False
331_p2586,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2590,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2603,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2608,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
331_p2628,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
331_p2633,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2649,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2652,recurso_concedido,revoca,recurrente_gana,False,False
331_p2663,recurso_concedido,confirma,recurrente_pierde,False,False
331_p2672,queja,deja_sin_efecto,recurrente_gana,False,False
331_p2685,queja,revoca,recurrente_gana,False,False
331_p2691,queja,revoca,recurrente_gana,False,False
331_p2715,queja,revoca,recurrente_gana,True,False
331_p2728,recurso_concedido,revoca,recurrente_gana,False,False
331_p2737,recurso_concedido,por_ello_cortado,no_aplica,False,False
331_p2745,recurso_concedido,revoca,recurrente_gana,False,False
331_p2765,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2769,recurso_concedido,nulidad,recurrente_gana,False,False
331_p2822,recurso_concedido,revoca,recurrente_gana,False,False
331_p2839,queja,revoca,recurrente_gana,True,False
331_p2844,queja,revoca,recurrente_gana,False,False
331_p2862,queja,deja_sin_efecto,recurrente_gana,True,False
331_p2898,queja,revoca,recurrente_gana,False,False
331_p2902,queja,deja_sin_efecto,recurrente_gana,True,False
332_p12,queja,deja_sin_efecto,recurrente_gana,False,False
332_p51,recurso_concedido,revoca,recurrente_gana,False,False
332_p58,recurso_concedido,revoca,recurrente_gana,True,False
332_p60,queja,deja_sin_efecto,recurrente_gana,False,False
332_p66,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p89,queja,deja_sin_efecto,recurrente_gana,True,False
332_p105,queja,revoca,recurrente_gana,True,False
332_p111,recurso_concedido,confirma,recurrente_pierde,False,False
332_p155,queja,deja_sin_efecto,recurrente_gana,True,False
332_p161,queja,deja_sin_efecto,recurrente_gana,True,False
332_p166,queja,deja_sin_efecto,recurrente_gana,True,False
332_p170,queja,revoca,recurrente_gana,True,False
332_p193,queja,revoca,recurrente_gana,True,False
332_p208,queja,deja_sin_efecto,recurrente_gana,True,False
332_p253,recurso_concedido,confirma,recurrente_pierde,False,False
332_p291,recurso_concedido,revoca,recurrente_gana,False,False
332_p297,recurso_concedido,confirma,recurrente_pierde,False,False
332_p306,recurso_concedido,confirma,recurrente_pierde,False,False
332_p324,queja,deja_sin_efecto,recurrente_gana,True,False
332_p335,queja,deja_sin_efecto,recurrente_gana,True,False
332_p343,recurso_concedido,confirma,recurrente_pierde,False,False
332_p351,recurso_concedido,revoca,recurrente_gana,False,False
332_p357,recurso_concedido,confirma,recurrente_pierde,False,False
332_p363,recurso_concedido,revoca,recurrente_gana,False,False
332_p370,recurso_concedido,confirma,recurrente_pierde,False,False
332_p373,recurso_concedido,confirma,recurrente_pierde,True,False
332_p377,recurso_concedido,confirma,recurrente_pierde,False,False
332_p387,recurso_concedido,revoca,recurrente_gana,True,False
332_p391,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p394,recurso_concedido,revoca,recurrente_gana,True,False
332_p399,recurso_concedido,confirma,recurrente_pierde,False,False
332_p424,recurso_concedido,confirma,recurrente_pierde,False,False
332_p426,recurso_concedido,confirma,recurrente_pierde,False,False
332_p433,recurso_concedido,confirma,recurrente_pierde,False,False
332_p460,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p479,queja,deja_sin_efecto,recurrente_gana,False,False
332_p494,queja,por_ello_cortado,no_aplica,False,False
332_p500,queja,deja_sin_efecto,recurrente_gana,False,False
332_p504,queja,deja_sin_efecto,recurrente_gana,False,False
332_p512,queja,deja_sin_efecto,recurrente_gana,True,False
332_p523,queja,deja_sin_efecto,recurrente_gana,True,False
332_p525,queja,revoca,recurrente_gana,False,False
332_p531,queja,deja_sin_efecto,recurrente_gana,False,False
332_p585,recurso_concedido,confirma,recurrente_pierde,False,False
332_p588,recurso_concedido,revoca,recurrente_gana,False,False
332_p591,recurso_concedido,confirma,recurrente_pierde,False,False
332_p595,recurso_concedido,revoca,recurrente_gana,True,False
332_p602,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
332_p607,recurso_concedido,confirma,recurrente_pierde,False,False
332_p611,queja,revoca,recurrente_gana,True,False
332_p616,queja,deja_sin_efecto,recurrente_gana,True,False
332_p622,queja,deja_sin_efecto,recurrente_gana,False,False
332_p627,queja,deja_sin_efecto,recurrente_gana,True,False
332_p640,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p674,recurso_concedido,confirma,recurrente_pierde,False,False
332_p731,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
332_p737,recurso_concedido,confirma,recurrente_pierde,False,False
332_p761,recurso_concedido,nulidad,recurrente_gana,False,False
332_p767,recurso_concedido,confirma,recurrente_pierde,False,False
332_p770,queja,revoca,recurrente_gana,False,False
332_p797,queja,revoca,recurrente_gana,False,False
332_p813,recurso_concedido,revoca,recurrente_gana,False,False
332_p820,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p826,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p830,queja,confirma,recurrente_pierde,False,False
332_p837,queja,deja_sin_efecto,recurrente_gana,True,False
332_p846,queja,deja_sin_efecto,recurrente_gana,True,False
332_p850,recurso_concedido,revoca,recurrente_gana,False,False
332_p852,recurso_concedido,revoca,recurrente_gana,False,False
332_p854,queja,revoca,recurrente_gana,False,False
332_p857,queja,deja_sin_efecto,recurrente_gana,False,False
332_p862,queja,deja_sin_efecto,recurrente_gana,True,False
332_p873,recurso_concedido,revoca,recurrente_gana,False,False
332_p875,recurso_concedido,confirma,recurrente_pierde,False,False
332_p877,queja,confirma,recurrente_pierde,False,False
332_p885,queja,deja_sin_efecto,recurrente_gana,True,False
332_p892,queja,deja_sin_efecto,recurrente_gana,True,False
332_p913,recurso_concedido,revoca,recurrente_gana,False,False
332_p917,recurso_concedido,revoca,recurrente_gana,False,False
332_p921,recurso_concedido,revoca,recurrente_gana,False,False
332_p936,recurso_concedido,confirma,recurrente_pierde,False,False
332_p943,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
332_p952,recurso_concedido,confirma,recurrente_pierde,False,False
332_p962,queja,confirma,recurrente_pierde,False,False
332_p975,queja,deja_sin_efecto,recurrente_gana,False,False
332_p979,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1035,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1039,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1060,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1071,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1078,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1082,recurso_concedido,revoca,recurrente_gana,False,False
332_p1090,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1095,queja,sin_disposicion_legible,no_aplica,False,False
332_p1098,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1109,queja,revoca,recurrente_gana,True,False
332_p1115,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
332_p1118,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1147,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1152,recurso_concedido,revoca,recurrente_gana,False,False
332_p1155,recurso_concedido,revoca,recurrente_gana,True,False
332_p1174,recurso_concedido,revoca,recurrente_gana,False,False
332_p1182,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p1186,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1200,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1210,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p1276,recurso_concedido,revoca,recurrente_gana,True,False
332_p1298,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1304,recurso_concedido,revoca,recurrente_gana,False,False
332_p1309,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1332,recurso_concedido,revoca,recurrente_gana,False,False
332_p1338,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1367,recurso_concedido,revoca,recurrente_gana,False,False
332_p1376,recurso_concedido,confirma,recurrente_pierde,True,False
332_p1382,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p1388,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1391,queja,deja_sin_efecto,recurrente_gana,False,False
332_p1394,queja,revoca,recurrente_gana,False,False
332_p1447,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p1466,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p1488,recurso_concedido,revoca,recurrente_gana,False,False
332_p1492,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1503,queja,revoca,recurrente_gana,False,False
332_p1512,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1531,recurso_concedido,revoca,recurrente_gana,False,True
332_p1544,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1564,queja,deja_sin_efecto,recurrente_gana,True,False
332_p1571,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
332_p1616,queja,revoca,recurrente_gana,True,False
332_p1629,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1633,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1651,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1655,recurso_concedido,revoca,recurrente_gana,False,False
332_p1663,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
332_p1671,queja,revoca,recurrente_gana,False,False
332_p1688,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p1704,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p1743,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1759,recurso_concedido,revoca,recurrente_gana,False,False
332_p1769,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
332_p1823,recurso_concedido,nulidad,recurrente_gana,False,False
332_p1835,queja,deja_sin_efecto,recurrente_gana,False,False
332_p1914,recurso_concedido,confirma,recurrente_pierde,False,False
332_p1928,recurso_concedido,revoca,recurrente_gana,False,False
332_p1933,queja,confirma,recurrente_pierde,False,False
332_p1952,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2033,queja,deja_sin_efecto,recurrente_gana,False,False
332_p2043,queja,revoca,recurrente_gana,True,False
332_p2108,recurso_concedido,revoca,recurrente_gana,True,False
332_p2120,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p2142,queja,confirma,recurrente_pierde,True,False
332_p2146,queja,deja_sin_efecto,recurrente_gana,False,False
332_p2152,recurso_concedido,revoca,recurrente_gana,False,False
332_p2153,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2159,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
332_p2203,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2208,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2228,recurso_concedido,revoca,recurrente_gana,True,False
332_p2250,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p2265,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p2280,recurso_concedido,revoca,recurrente_gana,True,False
332_p2288,recurso_concedido,revoca,recurrente_gana,False,False
332_p2295,recurso_concedido,revoca,recurrente_gana,False,False
332_p2302,recurso_concedido,revoca,recurrente_gana,False,False
332_p2307,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2328,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2339,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2414,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2435,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2441,queja,revoca,recurrente_gana,False,False
332_p2454,queja,revoca,recurrente_gana,False,False
332_p2463,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2468,recurso_concedido,revoca,recurrente_gana,True,False
332_p2487,queja,sin_disposicion_legible,no_aplica,False,False
332_p2497,queja,revoca,recurrente_gana,False,False
332_p2529,recurso_concedido,revoca,recurrente_gana,True,False
332_p2539,recurso_concedido,revoca,recurrente_gana,True,False
332_p2544,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
332_p2553,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2559,queja,no_revision_demanda,no_aplica,False,False
332_p2599,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2604,queja,revoca,recurrente_gana,True,False
332_p2614,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2633,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2675,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2686,recurso_concedido,sin_disposicion_legible,no_aplica,False,False
332_p2698,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2705,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2708,queja,revoca,recurrente_gana,True,False
332_p2715,queja,revoca,recurrente_gana,True,False
332_p2751,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
332_p2759,recurso_concedido,revoca,recurrente_gana,True,False
332_p2769,queja,sin_disposicion_legible,no_aplica,False,False
332_p2779,recurso_concedido,revoca,recurrente_gana,False,True
332_p2783,queja,deja_sin_efecto,recurrente_gana,False,False
332_p2797,queja,no_revision_procesal,no_aplica,False,False
332_p2801,recurso_concedido,revoca,recurrente_gana,False,False
332_p2813,recurso_concedido,nulidad,recurrente_gana,True,False
332_p2815,queja,deja_sin_efecto,recurrente_gana,False,False
332_p2828,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2842,recurso_concedido,no_revision_demanda,no_aplica,False,False
332_p2868,queja,deja_sin_efecto,recurrente_gana,True,False
332_p2872,recurso_concedido,confirma,recurrente_pierde,False,False
332_p2878,recurso_concedido,revoca,recurrente_gana,False,False
332_p2884,recurso_concedido,revoca,recurrente_gana,False,False
333_p5,queja,deja_sin_efecto,recurrente_gana,False,False
333_p16,queja,confirma,recurrente_pierde,False,False
333_p24,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
333_p31,recurso_concedido,no_revision_demanda,no_aplica,False,False
333_p68,recurso_concedido,revoca,recurrente_gana,False,False
333_p71,recurso_concedido,confirma,recurrente_pierde,False,False
333_p78,recurso_concedido,revoca,recurrente_gana,False,False
333_p86,recurso_concedido,confirma,recurrente_pierde,False,False
333_p90,queja,deja_sin_efecto,recurrente_gana,True,False
333_p123,queja,confirma,recurrente_pierde,False,False
333_p133,queja,deja_sin_efecto,recurrente_gana,True,False
333_p138,queja,sin_disposicion_legible,no_aplica,False,False
333_p143,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
333_p155,recurso_concedido,revoca,recurrente_gana,True,False
333_p161,queja,revoca,recurrente_gana,False,False
333_p203,queja,deja_sin_efecto,recurrente_gana,True,False
333_p215,recurso_concedido,no_revision_demanda,no_aplica,False,False
333_p228,queja,deja_sin_efecto,recurrente_gana,False,False
333_p255,queja,revoca,recurrente_gana,True,False
333_p264,queja,deja_sin_efecto,recurrente_gana,True,False
333_p273,queja,deja_sin_efecto,recurrente_gana,True,False
333_p300,recurso_concedido,revoca,recurrente_gana,False,False
333_p311,recurso_concedido,revoca,recurrente_gana,False,False
333_p333,queja,deja_sin_efecto,recurrente_gana,False,False
333_p335,queja,revoca,recurrente_gana,True,False
333_p357,queja,deja_sin_efecto,recurrente_gana,True,False
333_p360,recurso_concedido,nulidad,recurrente_gana,False,False
333_p364,recurso_concedido,no_revision_demanda,no_aplica,False,False
333_p380,queja,deja_sin_efecto,recurrente_gana,True,False
333_p394,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
333_p405,queja,revoca,recurrente_gana,False,True
333_p433,recurso_concedido,revoca,recurrente_gana,False,False
333_p447,queja,deja_sin_efecto,recurrente_gana,True,False
333_p503,recurso_concedido,revoca,recurrente_gana,False,False
333_p519,recurso_concedido,por_ello_cortado,no_aplica,False,False
333_p527,queja,deja_sin_efecto,recurrente_gana,False,False
333_p530,queja,deja_sin_efecto,recurrente_gana,True,False
333_p538,recurso_concedido,no_revision_demanda,no_aplica,False,False
333_p566,recurso_concedido,revoca,recurrente_gana,False,False
333_p570,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
333_p584,queja,deja_sin_efecto,recurrente_gana,True,False
333_p600,recurso_concedido,confirma,recurrente_pierde,False,False
333_p604,recurso_concedido,revoca,recurrente_gana,False,False
333_p631,recurso_concedido,confirma,recurrente_pierde,False,False
333_p662,recurso_concedido,deja_sin_efecto,recurrente_gana,True,False
333_p667,queja,revoca,recurrente_gana,True,False
333_p677,recurso_concedido,revoca,recurrente_gana,False,False
333_p680,recurso_concedido,deja_sin_efecto,recurrente_gana,False,False
333_p699,queja,revoca,recurrente_gana,True,False
